network,variable.resource,variable.dataset,variable.name
LifeCycle,LifeCycle_CDM,outcome,haem_cord
LifeCycle,LifeCycle_CDM,core,lden_0
LifeCycle,LifeCycle_CDM,outcome,nvi_instr_0
LifeCycle,LifeCycle_CDM,core,preg_fever
LifeCycle,LifeCycle_CDM,core,ethn3_m
LifeCycle,LifeCycle_CDM,core,apgar
LifeCycle,LifeCycle_CDM,core,breastfed_ever
LifeCycle,LifeCycle_CDM,core,fdensity300_t1
LifeCycle,LifeCycle_CDM,core,SAI_score_t1
LifeCycle,LifeCycle_CDM,core,SCL_total_score_t1
LifeCycle,LifeCycle_CDM,core,SCL_anx_score_t1
LifeCycle,LifeCycle_CDM,outcome,adhd_instr_0
LifeCycle,LifeCycle_CDM,outcome,adhd_pc_0
LifeCycle,LifeCycle_CDM,outcome,adhd_pro_0
