order,name,label,parent,codesystem,code,ontologyTermURI,definition
,HP_0005033,Distal ulnar hypoplasia,,HP,HP_0005033,http://purl.obolibrary.org/obo/HP_0005033,Underdevelopment of the distal portion of the ulna.
,HP_0033687,Short term memory impairment,,HP,HP_0033687,http://purl.obolibrary.org/obo/HP_0033687,"A deficit in the retention of pieces of information (memory chunks) for a relatively short time (usually up to 30 seconds).|The impairment of short term memory (STM) involves forgetting information to which the subject has been recently exposed. An individual with signs of losing STM, indeed, asks for the same questions repeatedly, forgets where he just put something, forgets recent events or something he saw or read recently. The loss of immediate memory is also termed as fixation amnesia. Practically, STM works as a kind of scratchpad for temporary recall of a limited number of data that come from the sensory register and are ready to be processed through attention and recognition. On the other side, information collected in the long term memory (LTM) storage consist of memories for the performance of actions or skills (i.e., procedural memories, knowing how) and memories of facts, rules, concepts, and events (i.e., declarative memories, knowing that)."
,HP_0033689,Anterograde memory impairment,,HP,HP_0033689,http://purl.obolibrary.org/obo/HP_0033689,The impaired ability to establish new long-term memories.
,HP_0011799,Abnormality of facial soft tissue,,HP,HP_0011799,http://purl.obolibrary.org/obo/HP_0011799,
,HP_0033685,Fiber type grouping,,HP,HP_0033685,http://purl.obolibrary.org/obo/HP_0033685,"An abnormal distribution of muscle fiber types in muscle tissue. Human skeletal muscle contains at least two fiber types recognizable by histochemical techniques. In transverse sections of normal skeletal muscle, type 1 and type 2 fibers are distributed in a random fashion. Grouping of fibers of the same type can be seen in certain peripheral neuropathies, thought to be due to reinnervation of denervated muscle fibers by sprouting axons. With grouping, motor units enlarge. The fibers of a motor unit, which are normally scattered, come to lie adjacent to one another. Histochemical examination shows groups of muscle fibers of the same histochemical type."
,HP_0033680,Pilocytic astrocytoma,,HP,HP_0033680,http://purl.obolibrary.org/obo/HP_0033680,The most common form of astrocytoma (WHO Grade I) in childhood. These typically have MAPK signalling pathway abnormalities.
,HP_0033683,Jaw hyperreflexia,,HP,HP_0033683,http://purl.obolibrary.org/obo/HP_0033683,Increased intensity of muscle tendon reflexes in jaw.
,HP_0033682,Pleomorphic xanthoastrocytoma,,HP,HP_0033682,http://purl.obolibrary.org/obo/HP_0033682,"Pleomorphic xanthoastrocytomas (PXA) are rare low-grade astrocytomas (WHO Grade II) typically found in the temporal lobe and classically presenting with epilepsy. PXA is an astrocytic neoplasm that most often presents in children or young adults but can also occur in adults. The diagnosis of anaplastic PXA is made based upon tumor histopathologic characteristics and requires increased proliferative activity (mitotic index at least 5 mitoses/10 HPF), which is associated with worse overall survival. In general, anaplastic PXAs acquire features of a more aggressive astrocytic neoplasm that can include increased proliferation, necrosis, microvascular proliferation, loss of pericellular reticulin, and increased infiltrative growth."
,HP_0033686,Mitochondrial hypertrophy,,HP,HP_0033686,http://purl.obolibrary.org/obo/HP_0033686,"Enlargment of mitochondria. Mitochondrial hypertrophy is not discernible by light microscopy. By electron microscopy (EM), hypertrophic mitochondria have normal cristae and normal matrix density. In contrast, swollen mitochondria display swollen cristae and irregular matrix densities in EM."
,HP_0033684,Abnormal muscle fiber-type distribution,,HP,HP_0033684,http://purl.obolibrary.org/obo/HP_0033684,"Ay deviation from the normal distribution of fiber types in skeletal muscle. The skeletal muscle groups of the mammalian body are made up of bundles of muscle fibers. These fibers can be assigned to different Types, with characteristic movement rates, response to neural inputs, and metabolic styles. Skeletal muscle fibers are broadly classified as slow-twitch (type 1) and fast-twitch (type 2). Multiple fiber types are generally intermingled within a single muscle group, and different muscle groups have varying proportions of fiber types"
,HP_0033681,Oligodendroglioma,,HP,HP_0033681,http://purl.obolibrary.org/obo/HP_0033681,Oligodendroglioma is a type of diffusely infiltrating glioma and constitutes approximately 5% of primary intracranial tumors. They often involve the cortical gray matter and are most commonly seen in the frontal lobes. OGs are generally low grade WHO grade II neoplasms that are slow-growing tumors and have a favorable treatment response when compared to other gliomas. Grade III anaplastic OG is a more malignant form of the tumor which portends a less favorable prognosis and may occur de novo or as degeneration from the lower grade OG.
,HP_0009905,Thin ear helix,,HP,HP_0009905,http://purl.obolibrary.org/obo/HP_0009905,Decreased thickness of the helix of the ear.
,HP_0033688,Long term memory impairment,,HP,HP_0033688,http://purl.obolibrary.org/obo/HP_0033688,"A deficit in the ability to retrieve information from long-term memory, which can be defined as a seemingly unlimited capacity to store memories can last years and relate to the performance of actions or skills (i.e., procedural memories, knowing how) and memories of facts, rules, concepts, and events (i.e., declarative memories, knowing that)."
,HP_4000154,Liver leiomyoma,,HP,HP_4000154,http://purl.obolibrary.org/obo/HP_4000154,A benign smooth muscle neoplasm that arises in the liver.
,HP_4000152,Alternating laterality,,HP,HP_4000152,http://purl.obolibrary.org/obo/HP_4000152,"Occuring on the left and right in succession. This term can refer to alternating sides of the body (e.g., Alternating hemiplegia) or alternative sides of the visual field (e.g., some migraine auras)."
,HP_4000159,Typified by moderate penetrance,,HP,HP_4000159,http://purl.obolibrary.org/obo/HP_4000159,"Description of conditions in which only a moderate proportion of individuals with a given genotype exhibit the disease regardless of age assuming a full lifespan of 80 years. There is no commonly accepted definition for moderate penetrance, but we suggest that this term be applied if at least 20 percent but less than 80 percent of individuals with the given genotype would manifest the disease with a full lifespan."
,HP_4000150,Multinucleated neuron,,HP,HP_4000150,http://purl.obolibrary.org/obo/HP_4000150,Neurons that contain more than one nucleus.
,HP_4000158,Typified by high penetrance,,HP,HP_4000158,http://purl.obolibrary.org/obo/HP_4000158,"Description of conditions in which only an incomplete but relatively high proportion of individuals with a given genotype exhibit the disease regardless of age assuming a full lifespan of 80 years. There is no commonly accepted definition for incomplete, but high penetrance, but we suggest that this term be applied if at least 80 percent but less than 100 percent of individuals with the given genotype would manifest the disease with a full lifespan."
,HP_4000153,Cervical squamous cell papilloma,,HP,HP_4000153,http://purl.obolibrary.org/obo/HP_4000153,A benign tumor arising from the epithelial surface of the cervix and usually caused by Human Papillomavirus infection.
,HP_4000151,History of recent contralateral injury,,HP,HP_4000151,http://purl.obolibrary.org/obo/HP_4000151,"A history of an injury that occurred several hours, days, or weeks before the current presenting complaint and is located on the other side of the body relative to the current presenting complaint."
,HP_0007510,Focal dermal aplasia/hypoplasia,,HP,HP_0007510,http://purl.obolibrary.org/obo/HP_0007510,
,HP_0007514,Edema of the dorsum of hands,,HP,HP_0007514,http://purl.obolibrary.org/obo/HP_0007514,An abnormal accumulation of fluid beneath the skin on the back of the hands.
,HP_0007511,Mottled pigmentation of photoexposed areas,,HP,HP_0007511,http://purl.obolibrary.org/obo/HP_0007511,
,HP_0007513,Generalized hypopigmentation,,HP,HP_0007513,http://purl.obolibrary.org/obo/HP_0007513,
,HP_0007515,Hypoplastic pilosebaceous units,,HP,HP_0007515,http://purl.obolibrary.org/obo/HP_0007515,
,HP_0007516,Redundant skin on fingers,,HP,HP_0007516,http://purl.obolibrary.org/obo/HP_0007516,Loose and sagging skin of the fingers.
,HP_0007517,Palmoplantar cutis laxa,,HP,HP_0007517,http://purl.obolibrary.org/obo/HP_0007517,"Loose, wrinkled skin of hands and feet."
,HP_0011796,Perilobar nephroblastomatosis,,HP,HP_0011796,http://purl.obolibrary.org/obo/HP_0011796,Abnormally persistent foci of embryonal immature blastema located in the superficial cortical region (perilobar).
,HP_0011795,Intralobar nephroblastomatosis,,HP,HP_0011795,http://purl.obolibrary.org/obo/HP_0011795,"Presence of persistent islands of renal blastema in the postnatal kidney, anywhere within a renal lobe (a portion of a kidney consisting of a renal pyramid and the renal cortex above it)."
,HP_0011790,Activating thyroid-stimulating hormone receptor defect,,HP,HP_0011790,http://purl.obolibrary.org/obo/HP_0011790,Gain-of-function thyroid-stimulating hormone receptor (TSHR) defect.
,HP_0011798,Renal oncocytoma,,HP,HP_0011798,http://purl.obolibrary.org/obo/HP_0011798,"A renal tumor originating from an oncocyte, which is an epithelial cell characterized by an excessive amount of mitochondria, resulting in an abundant acidophilic, granular cytoplasm.|Renal oncocytoma is seen in Birt-Hogg-Dube syndrome (OMIM 135150)."
,HP_0011791,Inactivating thyroid-stimulating hormone receptor defect,,HP,HP_0011791,http://purl.obolibrary.org/obo/HP_0011791,Loss-of-function thyroid-stimulating hormone receptor (TSHR) defect.
,HP_0011793,Neoplasm by anatomical site,,HP,HP_0011793,http://purl.obolibrary.org/obo/HP_0011793,Neoplasm categorized according to the anatomical site of origin of the neoplasm.
,HP_0011792,Neoplasm by histology,,HP,HP_0011792,http://purl.obolibrary.org/obo/HP_0011792,Neoplasm categorized according to type of histological abnormality.
,HP_0011797,Papillary renal cell carcinoma type 1,,HP,HP_0011797,http://purl.obolibrary.org/obo/HP_0011797,A type of papillary renal cell carcinoma that is characterized by small cuboidal cells covering thin papillae with a single line of uniform nuclei and small nucleoli.
,HP_0011794,Embryonal renal neoplasm,,HP,HP_0011794,http://purl.obolibrary.org/obo/HP_0011794,The presence of an embryonal neoplasm of the kidney that primarily affects children.
,HP_0005084,Anterior radial head dislocation,,HP,HP_0005084,http://purl.obolibrary.org/obo/HP_0005084,A dislocation of the head of the radius from its socket in the elbow joint in an anterior direction.
,HP_0005086,Knee osteoarthritis,,HP,HP_0005086,http://purl.obolibrary.org/obo/HP_0005086,
,HP_0005089,Abnormal metaphyseal trabeculation,,HP,HP_0005089,http://purl.obolibrary.org/obo/HP_0005089,An abnormality of the pattern of trabecula (small interconnecting rods of bone) in a metaphyseal region of bone.
,HP_0005085,Limited knee flexion/extension,,HP,HP_0005085,http://purl.obolibrary.org/obo/HP_0005085,A limited ability of the knee joint to perform extension and flexion.
,HP_0005546,Increased red cell osmotic resistance,,HP,HP_0005546,http://purl.obolibrary.org/obo/HP_0005546,
,HP_0005540,Red blood cell keratocytosis,,HP,HP_0005540,http://purl.obolibrary.org/obo/HP_0005540,A form of poikilocytosis in which the abnormally shaped erythrocytes have notches that results in projections that look like horns.|Kerato- is derived from the Greek word for horn.
,HP_0005542,Prolonged whole-blood clotting time,,HP,HP_0005542,http://purl.obolibrary.org/obo/HP_0005542,An abnormal prolongation (delay) in the time required by whole blood to produce a visible clot.
,HP_0009904,Prominent ear helix,,HP,HP_0009904,http://purl.obolibrary.org/obo/HP_0009904,Abnormally prominent ear helix.
,HP_0005548,Megakaryocytopenia,,HP,HP_0005548,http://purl.obolibrary.org/obo/HP_0005548,A reduced count of megakaryocytes.|Megakaryocytes are giant cells in the bone marrow. Mature blood platelets are released from the cytoplasm of megakaryocytes.
,HP_0005541,Congenital agranulocytosis,,HP,HP_0005541,http://purl.obolibrary.org/obo/HP_0005541,Congenital onset of a marked decrease in the number of granulocytes.
,HP_0005547,Myeloproliferative disorder,,HP,HP_0005547,http://purl.obolibrary.org/obo/HP_0005547,"Proliferation (excess production) of hemopoietically active tissue or of tissue which has embryonic hemopoietic potential.|There are four main myeloproliferative disroders, 1) chronic myelogenous leukemia (CML); 2) Polycythemia vera; 3) Essential thrombocytosis; and 4) Myelofibrosis."
,HP_0005543,Reduced protein C activity,,HP,HP_0005543,http://purl.obolibrary.org/obo/HP_0005543,"An abnormality of coagulation related to a decreased concentration of vitamin K-dependent protein C. Protein C is activated to protein Ca by thrombin bound to thrombomodulin. Activated protein C degrades factors VIIIa and Va.|Protein C can function as an anticoagulant by irreversibly proteolytically inactivating Factor Va and Factor VIIIa. Therefore, a defect in protein C is associated with an increased risk of thrombosis."
,HP_0034544,Decreased delta-aminolevulinate dehydratase activity,,HP,HP_0034544,http://purl.obolibrary.org/obo/HP_0034544,Reduced activity of the enzyme delta-aminolevulinate dehydratase. The enzyme is active in erythrocytes.
,HP_0034547,Intraluminal meconium calcification,,HP,HP_0034547,http://purl.obolibrary.org/obo/HP_0034547,Deposition of calcium in meconium present in the internal cavity of the fetal bowel. This manifestation may be the result of any distal intestinal obstruction.
,HP_0034545,Elevated circulating pancreatic secretory trypsin inhibitor activity,,HP,HP_0034545,http://purl.obolibrary.org/obo/HP_0034545,"Increased activity of the enzyme pancreatic secretory trypsin inhibitor in the blood circulation.|Pancreatic secretory trypsin inhibitor (PSTI), also known as serine protease inhibitor Kazal type I (SPINK1), binds rapidly to trypsin, inhibits its activity and is likely to protect the pancreas from prematurely activated trypsinogen. The blood concentration of PSTI may be increased in hepatocellular carcinoma and as a part of the acute phase reposnse response to infection, inflammation, tissue damage and other stressors."
,HP_0034546,"Presence of uterus in 46,XY individual",,HP,HP_0034546,http://purl.obolibrary.org/obo/HP_0034546,"A developmental anomaly in which an individual with an X chromosome and a Y chromosome (usually 46,XY) has a uterus. The uterus and Fallopian tubes are derived from the Müllerian duct and thus this phenotype is generally also associated with the presence of Fallopian tubes."
,HP_0034541,Reduced bone-marrow megakaryocyte size,,HP,HP_0034541,http://purl.obolibrary.org/obo/HP_0034541,Decreased in average size (diameter) of megakaryocytes in the bone marrow. Megakaryocyte diameter can be assessed as using automated cellular imaging systems.
,HP_0034540,Ameliorated by biotin,,HP,HP_0034540,http://purl.obolibrary.org/obo/HP_0034540,Applies to a sign or symptom that is improved or made more bearable by treatment with biotin.
,HP_0034543,Mycobacterium bacteremia,,HP,HP_0034543,http://purl.obolibrary.org/obo/HP_0034543,Presence of viable mycobacteria in the blood.
,HP_0009903,Conjunctival nodule,,HP,HP_0009903,http://purl.obolibrary.org/obo/HP_0009903,Presence of nodules in the conjunctiva of the eye.
,HP_0034542,Hairshafts with longitudinal grooves,,HP,HP_0034542,http://purl.obolibrary.org/obo/HP_0034542,Long narrow depressions running lengthwise in hairshafts. This feature can be appreciated by scanning electron microsopy.|See Figure 1 of PMID:11234560.
,HP_0034548,Portal vein hypoplasia,,HP,HP_0034548,http://purl.obolibrary.org/obo/HP_0034548,A developmental defect characterized by underdevelopment of hte portal vein.
,HP_0034549,Adrenal leiomyoma,,HP,HP_0034549,http://purl.obolibrary.org/obo/HP_0034549,"Adrenal leiomyoma is a rare, benign solid tumor that develops from the smooth muscle of the adrenal vein and its tributaries|Pheochromocytoma, Cortical Carcinoma, Adrenal leiomyoma present with heterogeneously enhancing masses on different imaging modalities but cannot be differentiated solely based on imaging."
,HP_0100508,Abnormality of vitamin metabolism,,HP,HP_0100508,http://purl.obolibrary.org/obo/HP_0100508,"An anomaly in the metabolism of a vitamin.|Vitamins are organic substances that are essential in minute quantities and not produced within the body, instead being present in natural foodstuffs. Vitamins act as coenzymes or precursors of coenzymes in the regulation of metabolic processes."
,HP_0100503,Low levels of vitamin B1,,HP,HP_0100503,http://purl.obolibrary.org/obo/HP_0100503,A reduced concentration of vitamin B1.
,HP_0100500,Fibular deviation of toes,,HP,HP_0100500,http://purl.obolibrary.org/obo/HP_0100500,
,HP_0100506,Low levels of vitamin B8,,HP,HP_0100506,http://purl.obolibrary.org/obo/HP_0100506,A reduced concentration of vitamin B8.
,HP_0100505,Low levels of vitamin B5,,HP,HP_0100505,http://purl.obolibrary.org/obo/HP_0100505,A reduced concentration of vitamin B5.
,HP_0100509,Abnormality of vitamin C metabolism,,HP,HP_0100509,http://purl.obolibrary.org/obo/HP_0100509,
,HP_0100502,Vitamin B12 deficiency,,HP,HP_0100502,http://purl.obolibrary.org/obo/HP_0100502,
,HP_0100504,Low levels of vitamin B2,,HP,HP_0100504,http://purl.obolibrary.org/obo/HP_0100504,A reduced concentration of vitamin B2.
,HP_0100501,Recurrent bronchiolitis,,HP,HP_0100501,http://purl.obolibrary.org/obo/HP_0100501,An increased susceptibility to bronchiolitis as manifested by a history of recurrent bronchiolitis.
,HP_0100507,Reduced blood folate concentration,,HP,HP_0100507,http://purl.obolibrary.org/obo/HP_0100507,"A reduced circulating concentration of folic acid, which is also known as vitamin B9."
,HP_0025628,Increased circulating myristoleate level,,HP,HP_0025628,http://purl.obolibrary.org/obo/HP_0025628,An abnormally high concentration of myristoleate in the blood circulation.
,HP_0025624,Reduced proportion of CD4+ effector memory T cells,,HP,HP_0025624,http://purl.obolibrary.org/obo/HP_0025624,"An abnormally decreased proportion of effector memory CD4+ T cells compared to the total number of T cells in the blood. These are memory cells that are short-lived cells that migrate to the site of an infection and attempt to eliminate the pathogen. These cells have the phenotype CD3-positive, CD4-positive, CD62L-negative, CCR7-negative, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative."
,HP_0025620,Abnormal proportion of CD4+ central memory cells,,HP,HP_0025620,http://purl.obolibrary.org/obo/HP_0025620,An abnormal proportion of central memory CD4+ T cells. These are memory cells that are located in the secondary lymphoid organs. These cells may have a CD3/CD4/CD62L+/CD45RA- phenotype.
,HP_0025629,Anti-myelin-associated glycoprotein antibody positivity,,HP,HP_0025629,http://purl.obolibrary.org/obo/HP_0025629,"The presence of autoantibodies (immunoglobulins) in the serum that react against myelin-associated glycoprotein (MAG).|The anti-myelin-associated glycoprotein (MAG) neuropathy is an antibody-mediated demyelinating neuropathy. The clinical picture is characterized by a distal and symmetric, mostly sensory neuropathy. Monoclonal immunoglobulin M anti-MAG antibodies are uniquely found in this condition and are believed to be pathogenic."
,HP_0025625,Elevated proportion of CD4+ effector memory T cells,,HP,HP_0025625,http://purl.obolibrary.org/obo/HP_0025625,An abnormally increased proportion of effector memory CD4+ T cells. These are memory cells that are short-lived cells that migrate to the site of an infection and attempt to eliminate the pathogen. These cells may have a CD3/CD4/CD62L-/CD45RA phenotype.
,HP_0025627,Increased circulating octadecanoate level,,HP,HP_0025627,http://purl.obolibrary.org/obo/HP_0025627,An abnormally high concentration of octadecanoate in the blood circulation. Octadecanoate is a fatty acid anion 18:0 that is the conjugate base of octadecanoic acid (stearic acid).
,HP_0025623,Abnormal proportion of CD4+ effector memory cells,,HP,HP_0025623,http://purl.obolibrary.org/obo/HP_0025623,"An abnormal proportion of effector memory CD4+ T cells compared to the total number of T cells in the blood. These are memory cells that are short-lived cells that migrate to the site of an infection and attempt to eliminate the pathogen. These cells have the phenotype CD3-positive, CD4-positive, CD62L-negative, CCR7-negative, CD127-positive, CD45RA-negative, CD45RO-positive, and CD25-negative."
,HP_0025626,Increased circulating oleate level,,HP,HP_0025626,http://purl.obolibrary.org/obo/HP_0025626,An abnormally high concentration of oleic acid (oleate) in the blood circulation.
,HP_0033568,Left axis deviation,,HP,HP_0033568,http://purl.obolibrary.org/obo/HP_0033568,A kind of abnormal ventricular axis in the EKG whereby the QRS axis falls between -30 degrees and -90 degrees.
,HP_0033566,Abnormal ventricular axis,,HP,HP_0033566,http://purl.obolibrary.org/obo/HP_0033566,"Any deviation from the normal direction of the ventricular axis. The left ventricle makes up most of the heart muscle under normal circumstances and therefore generates the most electrical force visible on the EKG. The normal ventricular axis is directed downward and slightly towards the left. The ventricular axis can be determined by analyzing the QRS complex, which represents ventricular depolarization.|The normal adult QRS axis is between -30 degrees and +90 degrees, which is directed downward and to the left."
,HP_0033561,Anti-bactericidal/permeability-increasing protein antibody positivity,,HP,HP_0033561,http://purl.obolibrary.org/obo/HP_0033561,"The presence of autoantibodies in the blood circulation that react against bactericidal/permeability-increasing protein (BPI). BPI is an endotoxin-binding host protein with important antibacterial effects against Gram-negative bacteria, such as Pseudomonas aeruginosa. BPI is a 55 kDalton protein that is most abundant in the azurophilic granules of neutrophils. BPI also acts as a target antigen for antineutrophil cytoplasmic autoantibodies."
,HP_0033565,Anti-epidermal transglutaminase antibody positivity,,HP,HP_0033565,http://purl.obolibrary.org/obo/HP_0033565,The presence of autoantibodies (immunoglobulins) in the blood circulation that react against epidermal transglutaminase.
,HP_0001167,Abnormal finger morphology,,HP,HP_0001167,http://purl.obolibrary.org/obo/HP_0001167,An anomaly of a finger.
,HP_0033564,Stasis dermatitis,,HP,HP_0033564,http://purl.obolibrary.org/obo/HP_0033564,"Stasis dermatitis commonly occurs in older age. It is caused by venous hypertension resulting from retrograde flow due to incompetent venous valves, valve destruction, or obstruction of the venous system. Further tissue changes arise from an inflammatory process mediated by metalloproteinases, which are up-regulated by ferric ion from extravasated red blood cells. Stasis dermatitis presents initially as poorly demarcated erythematous plaques of the lower legs bilaterally, classically involving the medial malleolus."
,HP_0033563,Anti-tissue transglutaminase antibody positivity,,HP,HP_0033563,http://purl.obolibrary.org/obo/HP_0033563,The presence of autoantibodies (immunoglobulins) in the serum that react against tissue transglutaminase.
,HP_0033567,Right axis deviation,,HP,HP_0033567,http://purl.obolibrary.org/obo/HP_0033567,"A kind of abnormal ventricular axis in the EKG whereby the QRS axis falls between +90 degrees and 180 degrees, or beyond +100 degrees if the adult range is used."
,HP_0033569,Extreme axis deviation,,HP,HP_0033569,http://purl.obolibrary.org/obo/HP_0033569,"A kind of abnormal ventricular axis in the EKG whereby the QRS axis fall sbetween -90 degrees and 180 degrees. In this case, the ventricular vector is directed upward and to the right."
,HP_0033562,Anti-glycoprotein-210 antibody positivity,,HP,HP_0033562,http://purl.obolibrary.org/obo/HP_0033562,The presence of autoantibodies (immunoglobulins) in the serum that react against glycoprotein-210.|Anti-glycoprotein-210 antibody is an antibody directed against components of the nuclear membrane and is found in primary biliary cirrhosis.
,HP_0033560,Anti-PM-Scl antibody positivity,,HP,HP_0033560,http://purl.obolibrary.org/obo/HP_0033560,"Anti-PM-Scl antibodies target components of RNA-processing exosome complex in the nucleolus. There are ten proteins in this complex and antibodies to eight of them are found at varying frequencies; PM/Scl-100, PM/Scl-75, hRrp4, hRrp42, hRrp46, hCs14, hRrp41, and hRrp40.|Anti-PM-Scl antibodies are found in up to 50% of polymyositis/systemic sclerosis (PM/SSc) overlap syndrome. Around 80% of individuals with antibodies present in their blood serum will have the disorder. The presence of the antibodies is linked to limited cutaneous involvement of PM/SSc overlap syndrome."
,HP_0030188,Tremor by anatomical site,,HP,HP_0030188,http://purl.obolibrary.org/obo/HP_0030188,Tremor classified by the affected body part.
,HP_0030183,Impaired visually enhanced vestibulo-ocular reflex,,HP,HP_0030183,http://purl.obolibrary.org/obo/HP_0030183,"The vestibulo-ocular reflex is responsible for the stabilization of the retinal image during movement. The visual vestibular ocular reflex (VVOR) or visual enhanced VOR, maintains ocular stability during head motion by generating compensatory eye movement opposite to head movement, and is a major component of visual vestibular interaction. This feature is an impairment of this reflex, manifested as the combined impairment of the three compensatory eye movement reflexes, namely the vestibulo-ocular reflex (VOR), smooth pursuit (SP) and optokinetic reflex (OKR)."
,HP_0030180,Oppenheim reflex,,HP,HP_0030180,http://purl.obolibrary.org/obo/HP_0030180,"Dorsiflexion of the big toe, sometimes accompanied by fanning of the other toes, elicited by stroking along the medial side of the tibia (the normal response would be no movement of the big toe).|This reflex can indicate affection of the corticospinal (pyramidal) tracts."
,HP_0030181,Gordon reflex,,HP,HP_0030181,http://purl.obolibrary.org/obo/HP_0030181,"Dorsal extension of the big toe, sometimes accompanied by fanning of the other toes, elicited by compressing the calf muscles (a normal response is no movement of the big toe).|Gordon's reflex indicates a lesion of the pyramidal tract."
,HP_0030186,Kinetic tremor,,HP,HP_0030186,http://purl.obolibrary.org/obo/HP_0030186,Tremor that occurs during any voluntary movement. It may include visually or non-visually guided movements. Tremor during target directed movement is called intention tremor.
,HP_0030187,Titubation,,HP,HP_0030187,http://purl.obolibrary.org/obo/HP_0030187,Nodding movement of the head or body.
,HP_0030182,Tetraplegia/tetraparesis,,HP,HP_0030182,http://purl.obolibrary.org/obo/HP_0030182,"Loss of strength in all four limbs. Tetraplegia refers to a complete loss of strength, whereas Tetraparesis refers to an incomplete loss of strength."
,HP_0030185,Isometric tremor,,HP,HP_0030185,http://purl.obolibrary.org/obo/HP_0030185,"An isometric tremor occurs with muscle contraction against a rigid stationary object (e.g., when making a fist)."
,HP_0040231,Abnormal onset of bleeding,,HP,HP_0040231,http://purl.obolibrary.org/obo/HP_0040231,
,HP_0040232,Delayed onset bleeding,,HP,HP_0040232,http://purl.obolibrary.org/obo/HP_0040232,"Abnormal bleeding related to a procedure or trauma which does not start at the time of the initial insult, but after delay by at least 24 hours."
,HP_0040236,Hyperfibrinolysis,,HP,HP_0040236,http://purl.obolibrary.org/obo/HP_0040236,"Increased degradation of fibrin, associated with clot instability and bleeding|This term has been requested and created by members of the BRIDGE consortium"
,HP_0040237,Impaired binding of factor VIII to VWF,,HP,HP_0040237,http://purl.obolibrary.org/obo/HP_0040237,Impaired binding of factor VIII to von Willebrand Factor. This is determined using a modified ELISA assay.|This term has been requested and created by members of the BRIDGE consortium
,HP_0040234,Factor XIII subunit B deficiency,,HP,HP_0040234,http://purl.obolibrary.org/obo/HP_0040234,"Deficiency of factor XIII subunit B, leading to a reduced factor XIII activity. Activated Factor XIII cross-links fibrin polymers solidifying the clot.|Measurement of subunit A or B can be performed by Elisa kits. Adding the more granular term would facilitate mutation analysis as both subunits are encoded by different genes. This is not always performed in the diagnostic workup so 'Reduced factor XIII activity' would sufice. This term has been requested and created by members of the BRIDGE consortium"
,HP_0040235,Leukocyte inclusion bodies,,HP,HP_0040235,http://purl.obolibrary.org/obo/HP_0040235,"The presence of intraceullar inclusion bodies (aggregates of stainable substances, usually proteins) in leukocytes.|This term has been requested and created by members of the BRIDGE consortium"
,HP_0040230,Decreased level of tissue plasminogen activator,,HP,HP_0040230,http://purl.obolibrary.org/obo/HP_0040230,"The tPA protein catalyzes the conversion of plasiminogen to plasmin, and thus break down of clots. When there is a deficiency there will be an increase of thrombosis|Requested and created by members of the BRIDGE consortium"
,HP_0040238,Impaired neutrophil chemotaxis,,HP,HP_0040238,http://purl.obolibrary.org/obo/HP_0040238,An impairment of the migration of neutrophils towards chemoattractants as part of the innate immune response|This term has been requested and created by members of the BRIDGE consortium
,HP_0040233,Factor XIII subunit A deficiency,,HP,HP_0040233,http://purl.obolibrary.org/obo/HP_0040233,"Deficiency of factor XIII subunit A, leading to a reduced factor XIII activity. Activated Factor XIII cross-links fibrin polymers solidifying the clot.|Measurement of subunit A or B can be performed by Elisa kits. Adding the more granular term would facilitate mutation analysis as both subunits are encoded by different genes. This is not always performed in the diagnostic workup so 'Reduced factor XIII activity' would sufice. This term has been requested and created by members of the BRIDGE consortium"
,HP_0040239,Increased plasma vitamin K epoxide after vitamin K supplementation,,HP,HP_0040239,http://purl.obolibrary.org/obo/HP_0040239,"Increased plasma vitamin K epoxide after vitamin K supplementation is present in VKCFD (vitamin K-dependent clotting factor deficiency) type 2, but not in VKCFD type 1.|This term has been requested and created by members of the BRIDGE consortium"
,HP_0007546,Linear hyperpigmentation,,HP,HP_0007546,http://purl.obolibrary.org/obo/HP_0007546,
,HP_0007544,Piebaldism,,HP,HP_0007544,http://purl.obolibrary.org/obo/HP_0007544,"Piebaldism is characterized by stable and persistent, well-circumscribed depigmented patches present at birth affecting the skin of the face, trunk, and extremities in a symmetrical distribution."
,HP_0007541,Frontal cutaneous lipoma,,HP,HP_0007541,http://purl.obolibrary.org/obo/HP_0007541,Presence of a cutaneous lipoma on the forehead.
,HP_0007545,Congenital palmoplantar hyperkeratosis,,HP,HP_0007545,http://purl.obolibrary.org/obo/HP_0007545,Abnormal thickening of the skin on the palms and soles that is present at birth.
,HP_0007543,Epidermal hyperkeratosis,,HP,HP_0007543,http://purl.obolibrary.org/obo/HP_0007543,
,HP_0007542,Absent pigmentation of the ventral chest,,HP,HP_0007542,http://purl.obolibrary.org/obo/HP_0007542,Lack of skin pigmentation (coloring) of the anterior chest.
,HP_0007549,Desquamation of skin soon after birth,,HP,HP_0007549,http://purl.obolibrary.org/obo/HP_0007549,
,HP_0001104,Macular hypoplasia,,HP,HP_0001104,http://purl.obolibrary.org/obo/HP_0001104,Underdevelopment of the macula lutea.
,HP_0001107,Ocular albinism,,HP,HP_0001107,http://purl.obolibrary.org/obo/HP_0001107,"An abnormal reduction in the amount of pigmentation (reduced or absent) of the iris and retina.|Ocular pigmentation is essential for normal vision, and persons with ocular albinism tend to have severely reduced visual acuity often associated with nystagmus, strabismus, and photophobia."
,HP_0001100,Heterochromia iridis,,HP,HP_0001100,http://purl.obolibrary.org/obo/HP_0001100,Heterochromia iridis is a difference in the color of the iris in the two eyes.
