,id,name,acronym,description,url,location,country,latitude,longitude,head,contact,national_node,withdrawn,parent_collection,sub_collections,biobank,biobank_label,network,also_known,studies,type,data_categories,order_of_magnitude,size,categories,timestamp,quality,combined_quality,number_of_donors,order_of_magnitude_donors,sex,diagnosis_available,age_low,age_high,age_unit,facts,materials,storage_temperatures,body_part_examined,imaging_modality,image_dataset_type,collaboration_commercial,collaboration_non_for_profit,data_use,duc_profile,commercial_use,access_fee,access_joint_project,access_description,access_uri,sop,catalog,license,publisher,language,keywords,EJP_RD_personalData,EJP_RD_vpConnection,issued,modified,mg_draft
1589,bbmri-eric:ID:ES_BioNER-IIER:collection:Discapacidad_intelectual_ligada_al_X_sindromico_15_o_tipo_Cabezas_CUL4B,"Discapacidad intelectual ligada al X, sindrómico 15 o tipo Cabezas, CUL4B",,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,50.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q87.8,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Other specified congenital malformation syndromes,not elsewhere classified",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1593,bbmri-eric:ID:ES_BHCSC:collection:AMI,Transtiretine amiloidosis,,"Affected frozen liquid samples (plasma-EDTA, serum, buffy coat and urine) from 129 patients since 2022",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,3,1009.0,rare_disease,,,accredited,129.0,,UNDIFFERENTIAL,,,,,,"PLASMA,SERUM,BUFFY_COAT,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1595,bbmri-eric:ID:ES_BHCSC:collection:A,Tumour Biobank,,Affected and non affected frozzen and parafine tissues samples from 5576 since 2013,https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,4,20012.0,,,,accredited,5576.0,,UNDIFFERENTIAL,,,,,,"OTHER,TISSUE_PARAFFIN_EMBEDDED,TISSUE_STAINED",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1596,bbmri-eric:ID:ES_BHCSC:collection:COV,COVID-19,,"Affected liquid samples (serum, blood, PLASMA-EDTA, nasopharyngeal exudate, buffy coat and DNA) from 6343 patients since 2020",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,4,15718.0,,,,accredited,6543.0,,UNDIFFERENTIAL,,,,,,"PLASMA,SERUM,BUFFY_COAT,WHOLE_BLOOD,DNA,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1599,bbmri-eric:ID:ES_BHCSC:collection:417,Alzheimer disease,,"Affected liquid samples (plasma-EDTA, serum, blood, LCR) from 569 patients since 2019",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,3,4317.0,,,,accredited,569.0,,UNDIFFERENTIAL,,,,,,"PLASMA,SERUM,WHOLE_BLOOD,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1604,bbmri-eric:ID:ES_BHCSC:collection:G,Cancer genetics,,Affected liquid samples (DNA) from 11903 patients since 2019,https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,4,11903.0,,,,accredited,11903.0,,UNDIFFERENTIAL,,,,,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1608,bbmri-eric:ID:ES_BioNER-IIER:collection:Trisomia_terminal_5q,Trisomía terminal 5q,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,0,5.0,rare_disease,,,,1.0,0.0,MALE,urn:miriam:icd:Q92.2,,,YEAR,,"DNA,SALIVA",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Major partial trisomy,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1614,bbmri-eric:ID:ES_BioNER-IIER:collection:Trisomias_15qter,Trisomías 15qter,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,20.0,rare_disease,,,,4.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q92.8,,,YEAR,,"DNA,SALIVA",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other specified trisomies and partial trisomies of autosomes,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1615,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_5P_menos,Síndrome 5P menos,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,2,163.0,rare_disease,,,,14.0,1.0,"MALE,FEMALE",urn:miriam:icd:Q93.4,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Monosomies and deletions from the autosomes,not elsewhere classified - Deletion of short arm of chromosome 5",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1616,bbmri-eric:ID:ES_BHCSC:collection:I,Inmunology,,Affected liquid samples (DNA) from 3034 patients since 2019,https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,3,3052.0,,,,accredited,3034.0,,UNDIFFERENTIAL,,,,,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1618,bbmri-eric:ID:ES_BioNER-IIER:collection:Monosomia_18p,Monosomía 18p,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,20.0,rare_disease,,,,4.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q93.5,,,YEAR,,"DNA,SALIVA",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other deletions of part of a chromosome,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1621,bbmri-eric:ID:ES_IBSP-CV:collection:IBSP-103-BLCP,Lung Oncology Liquid Biopsy,BLCP,"In lung Oncology, there are several potential biomarkers in peripheral blood that could play an important role in therapeutic decision-making, such as the neutrophil-to-lymphocyte ratio or the expression of circulating tumor DNA.",https://fisabio.san.gva.es/es/apoyo-a-la-investigacion/plataformas-y-servicios-cientifico-tecnicos/biobancos/biobanco-ibsp-cv/,Valencia,ES,,,bbmri-eric:contactID:ES_Martinez_Santamaria,bbmri-eric:contactID:ES_Martinez_Santamaria,ES,False,,,bbmri-eric:ID:ES_IBSP-CV,Biobank for Biomedical Research and Public Health of the Valencian Community,bbmri-eric:networkID:ES_PISCIIIBB,,,DISEASE_SPECIFIC,"BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",1,25.0,,2024-08-16 00:00:00.000,,accredited,12.0,1.0,"FEMALE,MALE",,50.0,87.0,YEAR,,"DNA,BUFFY_COAT",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.214667,2026-07-23 05:02:07.214667,
1622,bbmri-eric:ID:ES_BHCSC:collection:OFT,Oftalmology,,"Affected tissue samples (iris, aqueus humor, vitreus humor, conjunctiva, cornea, anterior chamber, trabecular meshwork, pterygium, tenon's capsule) from 451 patients since 2021",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,802.0,,,,accredited,451.0,,UNDIFFERENTIAL,,,,,,"OTHER,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1624,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_de_Turner,Síndrome de Turner,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,57.0,rare_disease,,,,6.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q96,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SALIVA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Turner syndrome,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1628,bbmri-eric:ID:ES_BioNER-IIER:collection:Sindrome_X_fragil,Síndrome X frágil,,Disease sample,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,20.0,rare_disease,,,,1.0,0.0,MALE,urn:miriam:icd:Q99.2,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Fragile X chromosome,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1630,bbmri-eric:ID:ES_BioNER-IIER:collection:Delecion_9q2133q222,Deleción 9q21.33q22.2,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,37.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q99.8,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other specified chromosome abnormalities,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1632,bbmri-eric:ID:ES_BioNER-IIER:collection:Tetrasomia_15q,Tetrasomía 15q,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,22.0,rare_disease,,,,5.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q99.8,,,YEAR,,DNA,temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Other specified chromosome abnormalities,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1633,bbmri-eric:ID:ES_BioNER-IIER:collection:Displasia_Cutaneo-Cerebelo-Trigeminal,Displasia Cutáneo-Cerebelo-Trigeminal,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,72.0,rare_disease,,,,4.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q99.9,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Other chromosome abnormalities,not elsewhere classified - Chromosomal abnormality,unspecified",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1635,bbmri-eric:ID:ES_BHCSC:collection:UVT,Uveitis,,"Affected and non affected liquid samples (serum, plasma-EDTA, buffy coat, tempus) from 57 patients since 2022",https://www.idissc.org/espacio-de-apoyo/biobanco/,Madrid,ES,,,bbmri-eric:contactID:ES_Ortega_Medina,bbmri-eric:contactID:ES_Ortega_Medina,ES,False,,,bbmri-eric:ID:ES_BHCSC,Hospital Clínico San Carlos Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,2,536.0,,,,accredited,57.0,,UNDIFFERENTIAL,,,,,,"PLASMA,SERUM,BUFFY_COAT,OTHER",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1636,bbmri-eric:ID:ES_BioNER-IIER:collection:Trastorno_del_neurodesarrollo_con_epilepsia_cataratas_dificultades_de_alimentacion_y_retraso_de_la_mielinizacion_cerebral_-NECFM,"Trastorno del neurodesarrollo con epilepsia, cataratas, dificultades de alimentación y retraso de la mielinización cerebral -NECFM",,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,47.0,rare_disease,,,,3.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q99.9,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Other chromosome abnormalities,not elsewhere classified - Chromosomal abnormality,unspecified",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1637,bbmri-eric:ID:ES_BioNER-IIER:collection:Trastorno_del_neurodesarrollo_con_regresion_movimientos_anormales_alteraciones_del_habla_y_convulsiones_NEDAMSS_IRF2BPL,"Trastorno del neurodesarrollo con regresión, movimientos anormales, alteraciones del habla y convulsiones (NEDAMSS), IRF2BPL",,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,1,79.0,rare_disease,,,,4.0,0.0,"MALE,FEMALE",urn:miriam:icd:Q99.9,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Other chromosome abnormalities,not elsewhere classified - Chromosomal abnormality,unspecified",,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1638,bbmri-eric:ID:ES_FJD:collection:COVID_19,COVID 19,,"Collection of biological samples from COVID-19 patients, including plasma and serum specimens",https://www.fjd.es/iis-fjd/es/unidades-apoyo/unidades-apoyo-investigacion/biobanco,Madrid,ES,,,bbmri-eric:contactID:ES_Rojo_Todo,bbmri-eric:contactID:ES_Rojo_Todo,ES,False,,,bbmri-eric:ID:ES_FJD,Fundación Jiménez Díaz-Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,SAMPLE,BIOLOGICAL_SAMPLES,3,3336.0,paediatrics,2020-04-06 00:00:00.000,,accredited,417.0,2.0,"FEMALE,MALE",,15.0,101.0,YEAR,,"PLASMA,SERUM",temperature-60to-85,,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1639,bbmri-eric:ID:ES_BioNER-IIER:collection:Sin_diagnostico,Sin diagnóstico,,Disease sample;Disease control,https://www.isciii.es/QuienesSomos/CentrosPropios/IIER/Paginas/default.aspx,Madrid,ES,,,bbmri-eric:contactID:ES_Martinez_Delgado,bbmri-eric:contactID:ES_Martinez_Delgado,ES,False,,,bbmri-eric:ID:ES_BioNER-IIER,Rare Diseases National Biobank-Institute of Rare Diseases Research (Institute of Health Carlos III),bbmri-eric:networkID:ES_PISCIIIBB,,,RD,BIOLOGICAL_SAMPLES,3,6386.0,rare_disease,,,,433.0,2.0,"MALE,FEMALE,NAV",urn:miriam:icd:R69,,,YEAR,,"DNA,PERIPHERAL_BLOOD_CELLS,OTHER,OTHER,BUFFY_COAT,PLASMA,SERUM","temperature-60to-85,temperatureLN",,,,,,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Unknown and unspecified causes of morbidity,,,2026-07-23 05:02:06.831702,2026-07-23 05:02:06.831702,
1641,bbmri-eric:ID:ES_INCLIVA:collection:INC_06_HC,Hereditary Cancer,,Sample collection from patients with hereditary cancer,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,513.0,"oncology,rare_disease",2023-05-16 00:00:00.000,,accredited,14.0,1.0,"FEMALE,MALE",urn:miriam:icd:C50.9,33.0,77.0,YEAR,,"DNA,PLASMA,PERIPHERAL_BLOOD_CELLS,SERUM",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Malignant neoplasm of breast - Malignant neoplasm: Breast,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1644,bbmri-eric:ID:ES_INCLIVA:collection:INC_10_ST-SEMI,ST-Segment Elevation myocardial Infarction,,Sample collection from patients with ST-Segment Elevation myocardial Infarction,https://www.incliva.es/en/services/platforms/biobank/,Valencia,ES,,,bbmri-eric:contactID:ES_Alfaro-Cervello,bbmri-eric:contactID:ES_Alfaro-Cervello,ES,False,,,bbmri-eric:ID:ES_INCLIVA,INCLIVA Biobank,bbmri-eric:networkID:ES_PISCIIIBB,,,"SAMPLE,DISEASE_SPECIFIC,HOSPITAL","BIOLOGICAL_SAMPLES,MEDICAL_RECORDS",2,543.0,cardiovascular,2023-05-16 00:00:00.000,,accredited,115.0,2.0,"FEMALE,MALE",urn:miriam:icd:I21.9,38.0,89.0,YEAR,,"PERIPHERAL_BLOOD_CELLS,SERUM",temperature-60to-85,,,,True,True,,,True,,,,,,directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,"Acute myocardial infarction,unspecified",,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
1646,bbmri-eric:ID:ES_LAFE:collection:PE_5,MULTIPLE SCLEROSIS,ESCLE,Breast Oncology patients,https://www.iislafe.es/es/apoyo-a-la-investigacion/plataformas-cientifico-tecnologicas/biobanco/,Valencia,ES,43297691,-2985980,bbmri-eric:contactID:ES_Cervera,bbmri-eric:contactID:ES_Amigo,ES,False,,,bbmri-eric:ID:ES_LAFE,Biobanco LA FE,bbmri-eric:networkID:ES_PISCIIIBB,,,"DISEASE_SPECIFIC,SAMPLE,HOSPITAL,CROSS_SECTIONAL,POPULATION_BASED,PROSPECTIVE_COLLECTION","BIOLOGICAL_SAMPLES,CLINICAL_SYMPTOMS,MEDICAL_RECORDS,PHYSIOLOGICAL_BIOCHEMICAL_MEASUREMENTS,TREATMENT_PROTOCOL",3,1662.0,"nervous_system,population",2012-10-24 00:00:00.000,,accredited,1662.0,3.0,"FEMALE,MALE",urn:miriam:icd:G35,27.0,95.0,YEAR,,"OTHER,DNA,CELL_LINES,PLASMA,RNA,SERUM","temperature-60to-85,temperatureLN",,,,True,True,,,True,,,,,"sample_processing_sop,sample_transport_sop,sample_storage_sop,data_processing_sop,data_transport_sop,data_storage_sop",directory_catalog,https://ejp-rd-vp.github.io/resource-metadata-schema/license/v1.0.txt,BBMRI-ERIC,English,Multiple sclerosis,,,2026-07-23 05:02:07.734909,2026-07-23 05:02:07.734909,
