name,codesystem,code,ontologyTermURI
Entire xiphoid process of sternum,SNOMED CT,272711000,http://purl.bioontology.org/ontology/SNOMEDCT/272711000
Entire iliac spine,SNOMED CT,272712007,http://purl.bioontology.org/ontology/SNOMEDCT/272712007
Border of patella,SNOMED CT,272713002,http://purl.bioontology.org/ontology/SNOMEDCT/272713002
Entire articular facet of patella,SNOMED CT,272714008,http://purl.bioontology.org/ontology/SNOMEDCT/272714008
Third of patella,SNOMED CT,272715009,http://purl.bioontology.org/ontology/SNOMEDCT/272715009
Entire tubercle of calcaneum,SNOMED CT,272716005,http://purl.bioontology.org/ontology/SNOMEDCT/272716005
Structure of subtalar articular facet of calcaneum,SNOMED CT,272717001,http://purl.bioontology.org/ontology/SNOMEDCT/272717001
Bone structure of forefoot,SNOMED CT,272718006,http://purl.bioontology.org/ontology/SNOMEDCT/272718006
Entire base of metatarsal,SNOMED CT,272719003,http://purl.bioontology.org/ontology/SNOMEDCT/272719003
Entire shaft of metatarsal,SNOMED CT,272720009,http://purl.bioontology.org/ontology/SNOMEDCT/272720009
Entire neck of metatarsal,SNOMED CT,272721008,http://purl.bioontology.org/ontology/SNOMEDCT/272721008
Entire head of metatarsal,SNOMED CT,272722001,http://purl.bioontology.org/ontology/SNOMEDCT/272722001
Internal stoma,SNOMED CT,272727007,http://purl.bioontology.org/ontology/SNOMEDCT/272727007
Structure of right hepatic vein,SNOMED CT,272998002,http://purl.bioontology.org/ontology/SNOMEDCT/272998002
Structure of middle hepatic vein,SNOMED CT,273099000,http://purl.bioontology.org/ontology/SNOMEDCT/273099000
Structure of left hepatic vein,SNOMED CT,273202007,http://purl.bioontology.org/ontology/SNOMEDCT/273202007
Entire lymphatic vessel of kidney,SNOMED CT,273404005,http://purl.bioontology.org/ontology/SNOMEDCT/273404005
Structure of lobar artery of kidney,SNOMED CT,274060004,http://purl.bioontology.org/ontology/SNOMEDCT/274060004
Structure of interlobar artery of kidney,SNOMED CT,274143007,http://purl.bioontology.org/ontology/SNOMEDCT/274143007
Structure of arcuate artery of kidney,SNOMED CT,274231001,http://purl.bioontology.org/ontology/SNOMEDCT/274231001
Structure of interlobular artery of kidney,SNOMED CT,274329007,http://purl.bioontology.org/ontology/SNOMEDCT/274329007
Structure of arteriolae rectae of kidney,SNOMED CT,274430003,http://purl.bioontology.org/ontology/SNOMEDCT/274430003
Structure of arteriolae rectae spuriae of kidney,SNOMED CT,274522002,http://purl.bioontology.org/ontology/SNOMEDCT/274522002
Structure of arteriolae rectae vera of kidney,SNOMED CT,274624008,http://purl.bioontology.org/ontology/SNOMEDCT/274624008
Structure of apical segmental branch of renal artery,SNOMED CT,274725003,http://purl.bioontology.org/ontology/SNOMEDCT/274725003
Structure of upper anterior segmental branch of renal artery,SNOMED CT,274822009,http://purl.bioontology.org/ontology/SNOMEDCT/274822009
Structure of lower segmental branch of renal artery,SNOMED CT,274911006,http://purl.bioontology.org/ontology/SNOMEDCT/274911006
Structure of lower anterior segmental branch of renal artery,SNOMED CT,275005004,http://purl.bioontology.org/ontology/SNOMEDCT/275005004
Structure of posterior segmental branch of renal artery,SNOMED CT,275107009,http://purl.bioontology.org/ontology/SNOMEDCT/275107009
Structure of right renal artery,SNOMED CT,275208009,http://purl.bioontology.org/ontology/SNOMEDCT/275208009
Structure of left renal artery,SNOMED CT,275309004,http://purl.bioontology.org/ontology/SNOMEDCT/275309004
Entire capillary of kidney,SNOMED CT,275409003,http://purl.bioontology.org/ontology/SNOMEDCT/275409003
Structure of cortical intertubular capillary plexuses,SNOMED CT,275506007,http://purl.bioontology.org/ontology/SNOMEDCT/275506007
Structure of peritubular capillary plexus,SNOMED CT,275606004,http://purl.bioontology.org/ontology/SNOMEDCT/275606004
Structure of capsular plexus of kidney,SNOMED CT,275708005,http://purl.bioontology.org/ontology/SNOMEDCT/275708005
Structure of left renal vein,SNOMED CT,275809009,http://purl.bioontology.org/ontology/SNOMEDCT/275809009
Structure of right renal vein,SNOMED CT,275910003,http://purl.bioontology.org/ontology/SNOMEDCT/275910003
Structure of interlobular vein of kidney,SNOMED CT,276115001,http://purl.bioontology.org/ontology/SNOMEDCT/276115001
Entire pleural recess,SNOMED CT,276142000,http://purl.bioontology.org/ontology/SNOMEDCT/276142000
Entire ulnar nerve palmar branch,SNOMED CT,276143005,http://purl.bioontology.org/ontology/SNOMEDCT/276143005
Entire subscapular nerve,SNOMED CT,276144004,http://purl.bioontology.org/ontology/SNOMEDCT/276144004
Entire extensor carpi radialis muscle tendon,SNOMED CT,276147006,http://purl.bioontology.org/ontology/SNOMEDCT/276147006
Entire extensor carpi radialis muscle tendon sheath,SNOMED CT,276148001,http://purl.bioontology.org/ontology/SNOMEDCT/276148001
Entire base of phalanx of hand,SNOMED CT,276149009,http://purl.bioontology.org/ontology/SNOMEDCT/276149009
Entire shaft of phalanx of hand,SNOMED CT,276150009,http://purl.bioontology.org/ontology/SNOMEDCT/276150009
Entire special senses organ system,SNOMED CT,276152001,http://purl.bioontology.org/ontology/SNOMEDCT/276152001
Entire gluteal lymph node,SNOMED CT,276154000,http://purl.bioontology.org/ontology/SNOMEDCT/276154000
Entire paraaortic body,SNOMED CT,276159005,http://purl.bioontology.org/ontology/SNOMEDCT/276159005
Entire skin appendage,SNOMED CT,276160000,http://purl.bioontology.org/ontology/SNOMEDCT/276160000
Entire ligament of diaphragm,SNOMED CT,276161001,http://purl.bioontology.org/ontology/SNOMEDCT/276161001
Entire collateral ligament of interphalangeal joint of foot,SNOMED CT,276162008,http://purl.bioontology.org/ontology/SNOMEDCT/276162008
"Entire fascia of head, orbit AND/OR neck",SNOMED CT,276163003,http://purl.bioontology.org/ontology/SNOMEDCT/276163003
Entire hair of trunk,SNOMED CT,276164009,http://purl.bioontology.org/ontology/SNOMEDCT/276164009
Entire extensor carpi radialis muscle,SNOMED CT,276166006,http://purl.bioontology.org/ontology/SNOMEDCT/276166006
Entire ligament of midcarpal joint,SNOMED CT,276168007,http://purl.bioontology.org/ontology/SNOMEDCT/276168007
"Entire fascia of forearm, hand and finger",SNOMED CT,276169004,http://purl.bioontology.org/ontology/SNOMEDCT/276169004
Entire pancreatic lymph node,SNOMED CT,276170003,http://purl.bioontology.org/ontology/SNOMEDCT/276170003
Structure of stellate vein of kidney,SNOMED CT,276176009,http://purl.bioontology.org/ontology/SNOMEDCT/276176009
Structure of arcuate vein of kidney,SNOMED CT,276193009,http://purl.bioontology.org/ontology/SNOMEDCT/276193009
Entire truncal valve,SNOMED CT,276225002,http://purl.bioontology.org/ontology/SNOMEDCT/276225002
Entire cardiac chamber,SNOMED CT,276456008,http://purl.bioontology.org/ontology/SNOMEDCT/276456008
Entire perirectal region,SNOMED CT,276511004,http://purl.bioontology.org/ontology/SNOMEDCT/276511004
Entire retrovaginal region,SNOMED CT,276598009,http://purl.bioontology.org/ontology/SNOMEDCT/276598009
Entire periappendiceal tissue,SNOMED CT,276686006,http://purl.bioontology.org/ontology/SNOMEDCT/276686006
Skull foramen,SNOMED CT,276742007,http://purl.bioontology.org/ontology/SNOMEDCT/276742007
Entire limb compartment,SNOMED CT,276743002,http://purl.bioontology.org/ontology/SNOMEDCT/276743002
Entire lower limb compartment,SNOMED CT,276744008,http://purl.bioontology.org/ontology/SNOMEDCT/276744008
Entire upper limb compartment,SNOMED CT,276745009,http://purl.bioontology.org/ontology/SNOMEDCT/276745009
Ray of foot,SNOMED CT,276754007,http://purl.bioontology.org/ontology/SNOMEDCT/276754007
Entire soft tissues of inguinal region,SNOMED CT,276782000,http://purl.bioontology.org/ontology/SNOMEDCT/276782000
Entire upper third of esophagus,SNOMED CT,276801001,http://purl.bioontology.org/ontology/SNOMEDCT/276801001
Entire middle third of esophagus,SNOMED CT,276802008,http://purl.bioontology.org/ontology/SNOMEDCT/276802008
Entire leaflet of tricuspid valve,SNOMED CT,276830008,http://purl.bioontology.org/ontology/SNOMEDCT/276830008
Structure of conjunctival fornix,SNOMED CT,276831007,http://purl.bioontology.org/ontology/SNOMEDCT/276831007
Entire calyx,SNOMED CT,276832000,http://purl.bioontology.org/ontology/SNOMEDCT/276832000
Entire lingular bronchus,SNOMED CT,276835003,http://purl.bioontology.org/ontology/SNOMEDCT/276835003
Entire soft tissues of abdomen,SNOMED CT,276862006,http://purl.bioontology.org/ontology/SNOMEDCT/276862006
Periadrenal region,SNOMED CT,276909000,http://purl.bioontology.org/ontology/SNOMEDCT/276909000
Para-aortic region,SNOMED CT,276910005,http://purl.bioontology.org/ontology/SNOMEDCT/276910005
Peritoneal recess,SNOMED CT,276920000,http://purl.bioontology.org/ontology/SNOMEDCT/276920000
Cecal recess,SNOMED CT,276924009,http://purl.bioontology.org/ontology/SNOMEDCT/276924009
Entire intersigmoid recess,SNOMED CT,276935004,http://purl.bioontology.org/ontology/SNOMEDCT/276935004
Entire superior duodenal recess,SNOMED CT,276936003,http://purl.bioontology.org/ontology/SNOMEDCT/276936003
Entire inferior duodenal recess,SNOMED CT,276938002,http://purl.bioontology.org/ontology/SNOMEDCT/276938002
Entire paraduodenal recess,SNOMED CT,276940007,http://purl.bioontology.org/ontology/SNOMEDCT/276940007
Entire duodenojejunal recess,SNOMED CT,276941006,http://purl.bioontology.org/ontology/SNOMEDCT/276941006
Mesentericoparietal recess,SNOMED CT,276943009,http://purl.bioontology.org/ontology/SNOMEDCT/276943009
Entire retrocecal recess,SNOMED CT,276947005,http://purl.bioontology.org/ontology/SNOMEDCT/276947005
Entire retroduodenal recess,SNOMED CT,276948000,http://purl.bioontology.org/ontology/SNOMEDCT/276948000
Entire vallecula of epiglottis,SNOMED CT,276955003,http://purl.bioontology.org/ontology/SNOMEDCT/276955003
Structure of interstitial tissue of spleen,SNOMED CT,276956002,http://purl.bioontology.org/ontology/SNOMEDCT/276956002
Entire anterior pillar of fauces,SNOMED CT,276958001,http://purl.bioontology.org/ontology/SNOMEDCT/276958001
Entire pharyngopalatine arch,SNOMED CT,276959009,http://purl.bioontology.org/ontology/SNOMEDCT/276959009
Entire posterior wall of oropharynx,SNOMED CT,276960004,http://purl.bioontology.org/ontology/SNOMEDCT/276960004
Glossotonsillar sulcus,SNOMED CT,276961000,http://purl.bioontology.org/ontology/SNOMEDCT/276961000
Entire roof of nasopharynx,SNOMED CT,276963002,http://purl.bioontology.org/ontology/SNOMEDCT/276963002
Entire pharyngeal recess,SNOMED CT,276964008,http://purl.bioontology.org/ontology/SNOMEDCT/276964008
Entire postcricoid region,SNOMED CT,276965009,http://purl.bioontology.org/ontology/SNOMEDCT/276965009
Entire posterior wall of hypopharynx,SNOMED CT,276966005,http://purl.bioontology.org/ontology/SNOMEDCT/276966005
Half of tongue,SNOMED CT,277006004,http://purl.bioontology.org/ontology/SNOMEDCT/277006004
Posterior tibial nerve in popliteal fossa,SNOMED CT,277129009,http://purl.bioontology.org/ontology/SNOMEDCT/277129009
Skeletal muscle structure of inguinal region,SNOMED CT,277146007,http://purl.bioontology.org/ontology/SNOMEDCT/277146007
Entire anterior commissure of larynx,SNOMED CT,277148008,http://purl.bioontology.org/ontology/SNOMEDCT/277148008
Entire posterior commissure of larynx,SNOMED CT,277149000,http://purl.bioontology.org/ontology/SNOMEDCT/277149000
Suprahyoid epiglottis,SNOMED CT,277150000,http://purl.bioontology.org/ontology/SNOMEDCT/277150000
Infrahyoid epiglottis,SNOMED CT,277151001,http://purl.bioontology.org/ontology/SNOMEDCT/277151001
Entire anterior cells of ethmoid sinus,SNOMED CT,277152008,http://purl.bioontology.org/ontology/SNOMEDCT/277152008
Entire posterior cells of ethmoid sinus,SNOMED CT,277153003,http://purl.bioontology.org/ontology/SNOMEDCT/277153003
Lateral nasal wall,SNOMED CT,277154009,http://purl.bioontology.org/ontology/SNOMEDCT/277154009
Entire frenulum labii inferioris,SNOMED CT,277191003,http://purl.bioontology.org/ontology/SNOMEDCT/277191003
Entire lacunar ligament,SNOMED CT,277231005,http://purl.bioontology.org/ontology/SNOMEDCT/277231005
Meniscus longitudinal segment structure,SNOMED CT,277295003,http://purl.bioontology.org/ontology/SNOMEDCT/277295003
Entire ligamentum inguinale reflexum,SNOMED CT,277323003,http://purl.bioontology.org/ontology/SNOMEDCT/277323003
Renal polar artery,SNOMED CT,277372005,http://purl.bioontology.org/ontology/SNOMEDCT/277372005
Entire pedicle of vertebra,SNOMED CT,277422007,http://purl.bioontology.org/ontology/SNOMEDCT/277422007
Entire lamina of vertebra,SNOMED CT,277423002,http://purl.bioontology.org/ontology/SNOMEDCT/277423002
Teres,SNOMED CT,277440006,http://purl.bioontology.org/ontology/SNOMEDCT/277440006
Rhomboid,SNOMED CT,277441005,http://purl.bioontology.org/ontology/SNOMEDCT/277441005
Entire teres major muscle,SNOMED CT,277444002,http://purl.bioontology.org/ontology/SNOMEDCT/277444002
Entire teres minor muscle,SNOMED CT,277445001,http://purl.bioontology.org/ontology/SNOMEDCT/277445001
Entire lymphatic vessel of liver and gallbladder,SNOMED CT,277506008,http://purl.bioontology.org/ontology/SNOMEDCT/277506008
Entire lymphatic vessel of spleen and pancreas,SNOMED CT,277603008,http://purl.bioontology.org/ontology/SNOMEDCT/277603008
Left ventricular basal septal segment,SNOMED CT,277630003,http://purl.bioontology.org/ontology/SNOMEDCT/277630003
Left ventricle basal lateral segment,SNOMED CT,277631004,http://purl.bioontology.org/ontology/SNOMEDCT/277631004
Right ventricular segment,SNOMED CT,277633001,http://purl.bioontology.org/ontology/SNOMEDCT/277633001
Right ventricle midventricular segment,SNOMED CT,277634007,http://purl.bioontology.org/ontology/SNOMEDCT/277634007
Right ventricle basal segment,SNOMED CT,277635008,http://purl.bioontology.org/ontology/SNOMEDCT/277635008
Upper lid margin,SNOMED CT,277682001,http://purl.bioontology.org/ontology/SNOMEDCT/277682001
Lower lid margin,SNOMED CT,277683006,http://purl.bioontology.org/ontology/SNOMEDCT/277683006
Entire lymphatic vessel of rectum and anus,SNOMED CT,277684000,http://purl.bioontology.org/ontology/SNOMEDCT/277684000
Entire sinoatrial node,SNOMED CT,277687007,http://purl.bioontology.org/ontology/SNOMEDCT/277687007
Entire atrioventricular node,SNOMED CT,277688002,http://purl.bioontology.org/ontology/SNOMEDCT/277688002
Entire right branch of atrioventricular bundle,SNOMED CT,277689005,http://purl.bioontology.org/ontology/SNOMEDCT/277689005
Entire left bundle branch,SNOMED CT,277690001,http://purl.bioontology.org/ontology/SNOMEDCT/277690001
Entire purkinje fibers,SNOMED CT,277691002,http://purl.bioontology.org/ontology/SNOMEDCT/277691002
Preferential interatrial pathway,SNOMED CT,277692009,http://purl.bioontology.org/ontology/SNOMEDCT/277692009
Entire crista terminalis cordis,SNOMED CT,277693004,http://purl.bioontology.org/ontology/SNOMEDCT/277693004
Rim of fossa ovalis,SNOMED CT,277694005,http://purl.bioontology.org/ontology/SNOMEDCT/277694005
Sinus septum,SNOMED CT,277695006,http://purl.bioontology.org/ontology/SNOMEDCT/277695006
Intranodal pathway,SNOMED CT,277696007,http://purl.bioontology.org/ontology/SNOMEDCT/277696007
Fast pathway,SNOMED CT,277697003,http://purl.bioontology.org/ontology/SNOMEDCT/277697003
Slow pathway,SNOMED CT,277698008,http://purl.bioontology.org/ontology/SNOMEDCT/277698008
Entire cardiac ventricle,SNOMED CT,277699000,http://purl.bioontology.org/ontology/SNOMEDCT/277699000
Cardiac surface feature,SNOMED CT,277700004,http://purl.bioontology.org/ontology/SNOMEDCT/277700004
Entire base of heart,SNOMED CT,277701000,http://purl.bioontology.org/ontology/SNOMEDCT/277701000
Entire sternocostal surface of heart,SNOMED CT,277702007,http://purl.bioontology.org/ontology/SNOMEDCT/277702007
Entire diaphragmatic surface of heart,SNOMED CT,277703002,http://purl.bioontology.org/ontology/SNOMEDCT/277703002
Entire left margin of heart,SNOMED CT,277704008,http://purl.bioontology.org/ontology/SNOMEDCT/277704008
Entire right margin of heart,SNOMED CT,277705009,http://purl.bioontology.org/ontology/SNOMEDCT/277705009
Crux of the heart,SNOMED CT,277706005,http://purl.bioontology.org/ontology/SNOMEDCT/277706005
Entire right coronary sulcus,SNOMED CT,277707001,http://purl.bioontology.org/ontology/SNOMEDCT/277707001
Interventricular groove,SNOMED CT,277708006,http://purl.bioontology.org/ontology/SNOMEDCT/277708006
Interatrial groove,SNOMED CT,277709003,http://purl.bioontology.org/ontology/SNOMEDCT/277709003
Entire anterior interventricular sulcus,SNOMED CT,277710008,http://purl.bioontology.org/ontology/SNOMEDCT/277710008
Entire posterior interventricular sulcus,SNOMED CT,277711007,http://purl.bioontology.org/ontology/SNOMEDCT/277711007
Cardiac internal structure,SNOMED CT,277712000,http://purl.bioontology.org/ontology/SNOMEDCT/277712000
Entire right auricular appendage,SNOMED CT,277713005,http://purl.bioontology.org/ontology/SNOMEDCT/277713005
Entire intercaval sinus,SNOMED CT,277714004,http://purl.bioontology.org/ontology/SNOMEDCT/277714004
Vestibule of tricuspid valve,SNOMED CT,277715003,http://purl.bioontology.org/ontology/SNOMEDCT/277715003
Entire sulcus terminalis cordis,SNOMED CT,277716002,http://purl.bioontology.org/ontology/SNOMEDCT/277716002
Crista dividens,SNOMED CT,277717006,http://purl.bioontology.org/ontology/SNOMEDCT/277717006
Musculi pectinati,SNOMED CT,277718001,http://purl.bioontology.org/ontology/SNOMEDCT/277718001
Entire fossa ovalis of heart,SNOMED CT,277719009,http://purl.bioontology.org/ontology/SNOMEDCT/277719009
Entire tendon of Todaro,SNOMED CT,277720003,http://purl.bioontology.org/ontology/SNOMEDCT/277720003
Triangle of Koch,SNOMED CT,277721004,http://purl.bioontology.org/ontology/SNOMEDCT/277721004
Entire valve of inferior vena cava,SNOMED CT,277722006,http://purl.bioontology.org/ontology/SNOMEDCT/277722006
Entire valve of coronary sinus,SNOMED CT,277723001,http://purl.bioontology.org/ontology/SNOMEDCT/277723001
Cardiac valve of Vieussens,SNOMED CT,277724007,http://purl.bioontology.org/ontology/SNOMEDCT/277724007
Chiari network,SNOMED CT,277725008,http://purl.bioontology.org/ontology/SNOMEDCT/277725008
Venae cordis minimae,SNOMED CT,277731006,http://purl.bioontology.org/ontology/SNOMEDCT/277731006
Entire sinus of Valsalva,SNOMED CT,277732004,http://purl.bioontology.org/ontology/SNOMEDCT/277732004
Subdivision of right atrium,SNOMED CT,277740005,http://purl.bioontology.org/ontology/SNOMEDCT/277740005
Entire high right atrium,SNOMED CT,277741009,http://purl.bioontology.org/ontology/SNOMEDCT/277741009
Entire mid right atrium,SNOMED CT,277742002,http://purl.bioontology.org/ontology/SNOMEDCT/277742002
Entire low right atrium,SNOMED CT,277743007,http://purl.bioontology.org/ontology/SNOMEDCT/277743007
Subdivision of superior vena cava,SNOMED CT,277745000,http://purl.bioontology.org/ontology/SNOMEDCT/277745000
High superior vena cava,SNOMED CT,277746004,http://purl.bioontology.org/ontology/SNOMEDCT/277746004
Low superior vena cava,SNOMED CT,277747008,http://purl.bioontology.org/ontology/SNOMEDCT/277747008
Esophageal sphincter,SNOMED CT,277765007,http://purl.bioontology.org/ontology/SNOMEDCT/277765007
Entire lymphatic vessel of ureter and urinary bladder,SNOMED CT,277774009,http://purl.bioontology.org/ontology/SNOMEDCT/277774009
Cerebral lacunae,SNOMED CT,277849002,http://purl.bioontology.org/ontology/SNOMEDCT/277849002
Urethral sphincter,SNOMED CT,277855007,http://purl.bioontology.org/ontology/SNOMEDCT/277855007
Internal urethral sphincter,SNOMED CT,277856008,http://purl.bioontology.org/ontology/SNOMEDCT/277856008
Entire sphincter urethrae muscle,SNOMED CT,277857004,http://purl.bioontology.org/ontology/SNOMEDCT/277857004
Urethral wall,SNOMED CT,277868004,http://purl.bioontology.org/ontology/SNOMEDCT/277868004
Digital nerve in finger,SNOMED CT,277897001,http://purl.bioontology.org/ontology/SNOMEDCT/277897001
Digital nerve in hand web space,SNOMED CT,277899003,http://purl.bioontology.org/ontology/SNOMEDCT/277899003
Plantar digital nerve of toe,SNOMED CT,277909009,http://purl.bioontology.org/ontology/SNOMEDCT/277909009
Plantar digital nerve of web space,SNOMED CT,277911000,http://purl.bioontology.org/ontology/SNOMEDCT/277911000
Cardiac surface groove,SNOMED CT,277919003,http://purl.bioontology.org/ontology/SNOMEDCT/277919003
Entire notch of apex of heart,SNOMED CT,277920009,http://purl.bioontology.org/ontology/SNOMEDCT/277920009
Entire pulmonary surface of heart,SNOMED CT,277924000,http://purl.bioontology.org/ontology/SNOMEDCT/277924000
Left surface of heart,SNOMED CT,277925004,http://purl.bioontology.org/ontology/SNOMEDCT/277925004
Right surface of heart,SNOMED CT,277926003,http://purl.bioontology.org/ontology/SNOMEDCT/277926003
Cardiac border,SNOMED CT,277927007,http://purl.bioontology.org/ontology/SNOMEDCT/277927007
Upper border of heart,SNOMED CT,277928002,http://purl.bioontology.org/ontology/SNOMEDCT/277928002
Right border of heart,SNOMED CT,277929005,http://purl.bioontology.org/ontology/SNOMEDCT/277929005
Entire left auricular appendage,SNOMED CT,277930000,http://purl.bioontology.org/ontology/SNOMEDCT/277930000
Vestibule of mitral valve,SNOMED CT,277931001,http://purl.bioontology.org/ontology/SNOMEDCT/277931001
Entire ostia of pulmonary veins,SNOMED CT,277932008,http://purl.bioontology.org/ontology/SNOMEDCT/277932008
Opening of left pulmonary vein,SNOMED CT,277933003,http://purl.bioontology.org/ontology/SNOMEDCT/277933003
Opening of right pulmonary vein,SNOMED CT,277934009,http://purl.bioontology.org/ontology/SNOMEDCT/277934009
Opening of left superior pulmonary vein,SNOMED CT,277935005,http://purl.bioontology.org/ontology/SNOMEDCT/277935005
Opening of left inferior pulmonary vein,SNOMED CT,277936006,http://purl.bioontology.org/ontology/SNOMEDCT/277936006
Opening of right superior pulmonary vein,SNOMED CT,277937002,http://purl.bioontology.org/ontology/SNOMEDCT/277937002
Opening of right inferior pulmonary vein,SNOMED CT,277938007,http://purl.bioontology.org/ontology/SNOMEDCT/277938007
Entire conducting system node,SNOMED CT,277940002,http://purl.bioontology.org/ontology/SNOMEDCT/277940002
Conducting pathway,SNOMED CT,277941003,http://purl.bioontology.org/ontology/SNOMEDCT/277941003
Ventricular conducting pathway,SNOMED CT,277943000,http://purl.bioontology.org/ontology/SNOMEDCT/277943000
Accessory muscular atrioventricular bundle,SNOMED CT,277944006,http://purl.bioontology.org/ontology/SNOMEDCT/277944006
Fasciculoventricular connection,SNOMED CT,277946008,http://purl.bioontology.org/ontology/SNOMEDCT/277946008
Nodoventricular connection,SNOMED CT,277947004,http://purl.bioontology.org/ontology/SNOMEDCT/277947004
Atriofascicular connection,SNOMED CT,277948009,http://purl.bioontology.org/ontology/SNOMEDCT/277948009
Liver segment,SNOMED CT,277955006,http://purl.bioontology.org/ontology/SNOMEDCT/277955006
Couinaud hepatic segment II,SNOMED CT,277956007,http://purl.bioontology.org/ontology/SNOMEDCT/277956007
Couinaud hepatic segment III,SNOMED CT,277957003,http://purl.bioontology.org/ontology/SNOMEDCT/277957003
Couinaud hepatic segment IV,SNOMED CT,277958008,http://purl.bioontology.org/ontology/SNOMEDCT/277958008
Couinaud hepatic segment V,SNOMED CT,277959000,http://purl.bioontology.org/ontology/SNOMEDCT/277959000
Couinaud hepatic segment VI,SNOMED CT,277960005,http://purl.bioontology.org/ontology/SNOMEDCT/277960005
Couinaud hepatic segment VII,SNOMED CT,277961009,http://purl.bioontology.org/ontology/SNOMEDCT/277961009
Couinaud hepatic segment VIII,SNOMED CT,277962002,http://purl.bioontology.org/ontology/SNOMEDCT/277962002
Anterior interatrial preferential pathway,SNOMED CT,277963007,http://purl.bioontology.org/ontology/SNOMEDCT/277963007
Interatrial bundle of interatrial preferential pathway,SNOMED CT,277964001,http://purl.bioontology.org/ontology/SNOMEDCT/277964001
Middle internodal preferential pathway,SNOMED CT,277965000,http://purl.bioontology.org/ontology/SNOMEDCT/277965000
Posterior preferential pathway,SNOMED CT,277966004,http://purl.bioontology.org/ontology/SNOMEDCT/277966004
Rectal artery,SNOMED CT,277967008,http://purl.bioontology.org/ontology/SNOMEDCT/277967008
Pudendal artery,SNOMED CT,277968003,http://purl.bioontology.org/ontology/SNOMEDCT/277968003
Structure of artery of hand,SNOMED CT,277969006,http://purl.bioontology.org/ontology/SNOMEDCT/277969006
Venous structure of foot,SNOMED CT,278015009,http://purl.bioontology.org/ontology/SNOMEDCT/278015009
Pulmonary artery zones,SNOMED CT,278093001,http://purl.bioontology.org/ontology/SNOMEDCT/278093001
Intracranial branch of external carotid artery,SNOMED CT,278099002,http://purl.bioontology.org/ontology/SNOMEDCT/278099002
Accessory meningeal artery,SNOMED CT,278101009,http://purl.bioontology.org/ontology/SNOMEDCT/278101009
Long digital flexor tendon zone,SNOMED CT,278106004,http://purl.bioontology.org/ontology/SNOMEDCT/278106004
Tendon zone,SNOMED CT,278107008,http://purl.bioontology.org/ontology/SNOMEDCT/278107008
Long digital extensor tendon zone,SNOMED CT,278108003,http://purl.bioontology.org/ontology/SNOMEDCT/278108003
Tendon of forearm muscle,SNOMED CT,278187006,http://purl.bioontology.org/ontology/SNOMEDCT/278187006
Entire suprapleural membrane,SNOMED CT,278188001,http://purl.bioontology.org/ontology/SNOMEDCT/278188001
Gonadal vein,SNOMED CT,278192008,http://purl.bioontology.org/ontology/SNOMEDCT/278192008
Entire central nervous system,SNOMED CT,278199004,http://purl.bioontology.org/ontology/SNOMEDCT/278199004
Entire costomediastinal sinus,SNOMED CT,278205006,http://purl.bioontology.org/ontology/SNOMEDCT/278205006
Entire phrenicocostal sinus,SNOMED CT,278206007,http://purl.bioontology.org/ontology/SNOMEDCT/278206007
Entire membranous portion of interventricular septum,SNOMED CT,278228007,http://purl.bioontology.org/ontology/SNOMEDCT/278228007
Entire muscular portion of interventricular septum,SNOMED CT,278229004,http://purl.bioontology.org/ontology/SNOMEDCT/278229004
Entire cerebral hemisphere,SNOMED CT,278251007,http://purl.bioontology.org/ontology/SNOMEDCT/278251007
Diaphragmatic persistent defect,SNOMED CT,278259009,http://purl.bioontology.org/ontology/SNOMEDCT/278259009
Entire foramen of Morgagni,SNOMED CT,278261000,http://purl.bioontology.org/ontology/SNOMEDCT/278261000
Surface region of trunk,SNOMED CT,278264008,http://purl.bioontology.org/ontology/SNOMEDCT/278264008
Entire uterine paracervical lymph node,SNOMED CT,278324007,http://purl.bioontology.org/ontology/SNOMEDCT/278324007
Cervical spinal ganglion,SNOMED CT,278325008,http://purl.bioontology.org/ontology/SNOMEDCT/278325008
Thoracic spinal ganglion,SNOMED CT,278326009,http://purl.bioontology.org/ontology/SNOMEDCT/278326009
Lumbar spinal ganglion,SNOMED CT,278327000,http://purl.bioontology.org/ontology/SNOMEDCT/278327000
Sacral spinal ganglion,SNOMED CT,278328005,http://purl.bioontology.org/ontology/SNOMEDCT/278328005
C1 spinal ganglion,SNOMED CT,278329002,http://purl.bioontology.org/ontology/SNOMEDCT/278329002
C2 spinal ganglion,SNOMED CT,278330007,http://purl.bioontology.org/ontology/SNOMEDCT/278330007
C3 spinal ganglion,SNOMED CT,278331006,http://purl.bioontology.org/ontology/SNOMEDCT/278331006
C4 spinal ganglion,SNOMED CT,278332004,http://purl.bioontology.org/ontology/SNOMEDCT/278332004
C5 spinal ganglion,SNOMED CT,278333009,http://purl.bioontology.org/ontology/SNOMEDCT/278333009
C6 spinal ganglion,SNOMED CT,278334003,http://purl.bioontology.org/ontology/SNOMEDCT/278334003
C7 spinal ganglion,SNOMED CT,278335002,http://purl.bioontology.org/ontology/SNOMEDCT/278335002
C8 spinal ganglion,SNOMED CT,278336001,http://purl.bioontology.org/ontology/SNOMEDCT/278336001
T1 spinal ganglion,SNOMED CT,278337005,http://purl.bioontology.org/ontology/SNOMEDCT/278337005
T2 spinal ganglion,SNOMED CT,278338000,http://purl.bioontology.org/ontology/SNOMEDCT/278338000
