order,name,ontologyTermURI,parent
85928,Walking distance test,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116438,Physical examination procedures and organ system status
85929,Enostosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116439,Bone disorders NEC
85930,Ankle deformity,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116440,Extremity deformities
85931,Ovarian cancer stage I,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116441,Ovarian neoplasms malignant (excl germ cell)
85932,Ovarian cancer stage II,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116442,Ovarian neoplasms malignant (excl germ cell)
85933,Ovarian cancer stage III,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116443,Ovarian neoplasms malignant (excl germ cell)
85934,Ovarian cancer stage IV,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116444,Ovarian neoplasms malignant (excl germ cell)
85935,Laryngeal cancer metastatic,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116445,Upper respiratory tract neoplasms
85936,Haemorrhoid operation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021726,Anorectal therapeutic procedures
85937,Inferior vena cava syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116446,Oncologic complications and emergencies
85938,Brain stem microhaemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116447,Central nervous system vascular disorders NEC
85939,Cerebellar microhaemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116448,Central nervous system vascular disorders NEC
85940,Cold-stimulus headache,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116449,Headaches NEC
85941,Alien limb syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116450,Dyskinesias and movement disorders NEC
85942,Pharyngeal dyskinesia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116451,Dyskinesias and movement disorders NEC
85943,Seizure like phenomena,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116452,Seizures and seizure disorders NEC
85944,Impaired reasoning,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116453,Thinking disturbances
85945,Acquired cystic kidney disease,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116454,Renal neoplasms benign
85946,Hypocitraturia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116455,Urinary abnormalities
85947,Rectal prolapse repair,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021727,Anorectal therapeutic procedures
85948,Pseudoepitheliomatous hyperplasia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116456,Chronic papillomatous dermatitis
85949,Arterectomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116457,Arterial therapeutic procedures (excl aortic)
85950,Prostatic dysplasia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116458,"Prostatic signs, symptoms and disorders NEC"
85951,Vaginal hyperplasia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116459,Vulvovaginal disorders NEC
85952,Vulvovaginal swelling,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116460,Vulvovaginal signs and symptoms
85953,Multiple birth sibling,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116461,Family and partner issues
85954,Substance use,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116462,Social issues NEC
85955,Gastroplasty,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116463,Gastric therapeutic procedures
85956,Allogenic blood transfusion,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116464,Transfusion
85957,Haemodilution induction procedure,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116465,Haematological therapeutic procedures NEC
85958,Resection of rectum,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021728,Proctectomy
85959,Stimulation of spermatogenesis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116466,Male genital tract therapeutic procedures NEC
85960,Uterine leiomyoma embolisation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116467,Uterine artery embolisation
85961,Vesicourethral anastomosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116468,Bladder therapeutic procedures
85962,Hepatitis D immunisation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116469,Immunisations
85963,Human papilloma virus immunisation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116470,Immunisations
85964,Medical device battery replacement,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116471,Therapeutic procedures NEC
85965,Bipolar disorder relapse prophylaxis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116472,Psychiatric therapies
85966,Excessive dietary fibre intake,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116473,Dietary and nutritional therapies
85967,Vascular compression,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116474,Non-site specific necrosis and vascular insufficiency NEC
85968,Glottic haematoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116475,Laryngeal haematoma
85969,Proctoplasty,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021729,Anorectal therapeutic procedures
85970,Ice pick headache,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116476,Headache
85971,Glottic hematoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116477,Laryngeal haematoma
85972,Periocular injection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116478,Eye therapeutic procedures NEC
85973,Duodenal switch,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116479,Gastrointestinal therapeutic procedures NEC
85974,Paranasal cystectomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116480,Paranasal therapeutic procedures
85975,Scapula pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116481,Arthralgia
85976,Kaliopenia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116482,Hypokalaemia
85977,Uterine leiomyoma embolization,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116483,Uterine artery embolisation
85978,Dacryoplasty,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116484,Lacrimal duct procedure
85979,Malnutrition-inflammation-cachexia syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116485,Malnutrition-inflammation-atherosclerosis syndrome
85980,Rectal fistula repair,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021730,Anorectal therapeutic procedures
85981,Dystaxia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116486,Ataxia
85982,Caterpillar allergy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116487,Allergy to arthropod sting
85983,Barmah Forest virus infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116488,Epidemic polyarthritis
85984,Cerebral small vessel ischemic disease,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116489,Cerebral small vessel ischaemic disease
85985,Atypical femur fracture,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116490,Limb fractures
85986,Laryngeal hematoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116491,Laryngeal haematoma
85987,Toxic pneumonitis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116498,Pneumonitis chemical
85988,Tumor cell mobilization,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116499,Tumour cell mobilisation
85989,Smoker's palate,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116500,Nicotinic stomatitis
85990,Supine hypotension,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116501,Inferior vena cava syndrome
85991,Anal dilation procedure,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021731,Anorectal therapeutic procedures
85992,Familial hemophagocytic lymphohistiocytosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116502,Familial haemophagocytic lymphohistiocytosis
85993,Erlenmeyer flask deformity,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116503,Bone deformity
85994,Major bleed,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116504,Haemorrhage
85995,Minor bleed,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116505,Haemorrhage
85996,Necrotising vasculopathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116506,Vasculitis necrotising
85997,Necrotizing vasculopathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116507,Vasculitis necrotising
85998,Bowel sounds normal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116508,Gastrointestinal examination normal
85999,Consciousness normal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116509,Neurological examination normal
86000,Vaginal examination normal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116510,Gynaecological examination normal
86001,Vascular access failure,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116511,Vascular access complication
86002,Rectal polypectomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021732,Anorectal therapeutic procedures
86003,Loading system issue,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116512,Complication of device insertion
86004,Delivery catheter system issue,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116513,Device delivery system issue
86005,Inspiratory pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116514,Painful respiration
86006,Upper abdominal pressure sensation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116515,Abdominal discomfort
86007,Diabetic dyslipidemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116516,Diabetic dyslipidaemia
86008,JC virus nephropathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116517,Polyomavirus-associated nephropathy
86009,Alveolar hypoventilation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116518,Hypoventilation
86010,Lamellar macular hole,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116519,Macular hole
86011,Choroidal hemangioma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116520,Choroidal haemangioma
86012,Mechanical device firing issue,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116521,Device malfunction
86013,Rectocele repair,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021733,Anorectal therapeutic procedures
86014,Electrical device firing issue,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116522,Device electrical finding
86015,Tongue infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116523,Infective glossitis
86016,Substance user,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116524,Substance use
86017,Leptomeningeal disease,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116525,Metastases to meninges
86018,Antibiotic resistance test,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116526,Antimicrobial susceptibility test
86019,Chronic obstructive bronchopneumopathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116527,Chronic obstructive pulmonary disease
86020,Craniocerebral injury,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116528,Structural brain disorders NEC
86021,Deviated septum repair,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116529,Nasal septal operation
86022,Sleeve gastrectomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116530,Gastric therapeutic procedures
86023,Oligodactyly,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116531,Adactyly
86024,Gastrectomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021734,Gastric therapeutic procedures
86025,Candida lusitaniae infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116532,Candida infection
86026,Aspergillus niger infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116533,Aspergillus infection
86027,Candida guilliermondii infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116534,Candida infection
86028,Candida krusei infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116535,Candida infection
86029,Flavimonas oryzihabitans infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116536,Pseudomonas infection
86030,Rhizopus infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116537,Mucormycosis
86031,Stomatococcus mucilaginosus infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116538,Stomatococcal infection
86032,Leptotrichia buccalis infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116539,Leptotrichia infection
86033,Pseudomonas oryzihabitans infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116540,Pseudomonas infection
86034,Rothia mucilaginosa infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116541,Stomatococcal infection
86035,Gastroenterostomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021735,Gastric therapeutic procedures
86036,Cannabis use,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116542,Substance use
86037,Korsakov's syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116543,Korsakoff's syndrome
86038,Rectal cleansing,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116544,Enema administration
86039,Phakic intraocular lens implant,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116545,Intraocular lens implant
86040,Eyelid stinging,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116546,Eyelid pain
86041,Device rejection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116547,Patient-device incompatibility
86042,Subchorionic hemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116548,Subchorionic haemorrhage
86043,Bone loss in jaw,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116549,Bone loss
86044,Levocardia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116550,Laevocardia
86045,Artificial coma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116551,Medical induction of coma
86046,Pyloromyotomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021736,Gastric therapeutic procedures
86047,Hemodilution induction procedure,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116552,Haemodilution induction procedure
86048,Excessive dietary fiber intake,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116553,Excessive dietary fibre intake
86049,Voluntary euthanasia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116554,Euthanasia
86050,PAI-1 polymorphism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116555,Plasminogen activator inhibitor polymorphism
86051,PAI-1 4G/5G polymorphism,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116556,Plasminogen activator inhibitor polymorphism
86052,Blood pressure difference of arms,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116557,Blood pressure difference of extremities
86053,Blood pressure difference of legs,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116558,Blood pressure difference of extremities
86054,Eyelid hemangioma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116559,Eyelid haemangioma
86055,Eye hemangioma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116560,Eye haemangioma
86056,Palinacousis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116561,Auditory perseveration
86057,Roux loop conversion,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021737,Gastric therapeutic procedures
86058,Micturition frequency increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116562,Pollakiuria
86059,Self hatred,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116563,Autophobia
86060,Preproliferative diabetic retinopathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116564,Diabetic retinopathy
86061,Segmented neutrophil count increased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116565,Neutrophil count increased
86062,Segmented neutrophil count decreased,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116566,Neutrophil count decreased
86063,Familial cold urticaria,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116567,Familial cold autoinflammatory syndrome
86064,Growth failure,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116568,Musculoskeletal and connective tissue conditions NEC
86065,Idiopathic generalized epilepsy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116569,Idiopathic generalised epilepsy
86066,Beta-lactam antibiotic resistance,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116570,Pathogen resistance
86067,Macrolide antibiotic resistance,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116571,Pathogen resistance
86068,Gastrostomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021738,Gastric therapeutic procedures
86069,H5N1 influenza immunisation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116572,Influenza immunisation
86070,H5N1 influenza immunization,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116573,Influenza immunisation
86071,Primary apnoea of premature newborns,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116574,Infantile apnoea
86072,Controlled ovarian hyperstimulation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116575,Ovulation induction
86073,Opioid maintenance treatment,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116576,Drug withdrawal maintenance therapy
86074,Glucocorticoid therapy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116577,Adrenocortical steroid therapy
86075,Alpha-L-iduronidase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116578,Mucopolysaccharidosis I
86076,Carbamylphosphate synthetase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116579,Carbamoyl phosphate synthetase deficiency
86077,Ornithine transcarbamylase deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116580,Ornithine transcarbamoylase deficiency
86078,Mobilisation of peripheral blood progenitor cells,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116581,Haematopoietic stem cell mobilisation
86079,Gastric stapling,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021739,Gastric therapeutic procedures
86080,Mobilization of peripheral blood progenitor cells,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116582,Haematopoietic stem cell mobilisation
86081,Atherothrombosis prophylaxis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116583,Thrombosis prophylaxis
86082,Non ST segment elevation acute coronary syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116584,Acute coronary syndrome
86083,Nephropathic cystinosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116585,Cystinosis
86084,Node-positive breast cancer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116586,Breast cancer
86085,Metastatic gastric adenocarcinoma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116587,Adenocarcinoma gastric
86086,Node-negative breast cancer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116588,Breast cancer
86087,Contrast transpulmonary echocardiography,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116589,Contrast echocardiogram
86088,Plaque psoriasis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116590,Psoriasis
86089,Alpha galactosidase A deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116591,Fabry's disease
86090,Gastric bypass,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021740,Gastric therapeutic procedures
86091,Hormone-dependent prostate cancer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116592,Prostatic neoplasms malignant
86092,Congenital agammaglobulinaemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116593,Bruton's agammaglobulinaemia
86093,Enhanced visualisation of malignant tissue during surgery,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116594,Photodynamic diagnostic procedure
86094,Enhanced visualization of malignant tissue during surgery,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116595,Photodynamic diagnostic procedure
86095,Zygote intra-fallopian transfer,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116596,In vitro fertilisation
86096,Hepatitis D immunization,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116597,Hepatitis D immunisation
86097,Complicated infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116598,Infection
86098,Uncomplicated infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116599,Infection
86099,Hepatitis C relapse,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116600,Hepatitis C
86100,Opioid induced constipation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116601,Constipation
86101,Pyloroplasty,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021741,Gastric therapeutic procedures
86102,Neovascular age-related macular degeneration,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116602,"Retinal structural change, deposit and degeneration"
86103,Controlled ovarian stimulation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116603,Fertility and fertilisation interventions female
86104,Luteinizing hormone deficiency,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116604,Luteinising hormone deficiency
86105,Primary apnea of premature newborns,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116605,Infantile apnoea
86106,Congenital agammaglobulinemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116606,Bruton's agammaglobulinaemia
86107,Behcet's uveitis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116607,Behcet's syndrome
86108,Branchiootorenal syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116608,Branchio-oto-renal syndrome
86109,Loin pain hematuria syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116609,Loin pain haematuria syndrome
86110,Chronic focal encephalitis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116610,Rasmussen encephalitis
86111,Rasmussen syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116611,Rasmussen encephalitis
86112,Oesophagogastric fundoplasty,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021742,Gastric therapeutic procedures
86113,Human papilloma virus immunization,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116612,Human papilloma virus immunisation
86114,Active tuberculosis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116613,Tuberculosis
86115,Left posterior fascicular block,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116614,Bundle branch block left
86116,Brain freeze,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116615,Cold-stimulus headache
86117,Ice cream headache,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116616,Cold-stimulus headache
86118,Intracarotid sodium amobarbital procedure,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116617,Wada test
86119,Bladder pain syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116618,Cystitis interstitial
86120,Hughes syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116619,Antiphospholipid syndrome
86121,Battery recharge issue,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116620,Device power source issue
86122,Carton label issue,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116621,Product label issue
86123,Gastric operation,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021743,Gastric therapeutic procedures
86124,Lack of feeling emotions,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116622,Emotional poverty
86125,Malignant rheumatoid arthritis,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116623,Rheumatoid vasculitis
86126,Catheter damage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116624,Device physical property issue
86127,Device fracture,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116625,Device breakage
86128,Vitreoretinal traction syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116626,"Retinal structural change, deposit and degeneration"
86129,Postpartum cardiomyopathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116627,Peripartum cardiomyopathy
86130,Fetal methotrexate syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116628,Foetal methotrexate syndrome
86131,Implant site pocket pain,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116629,Implant site pain
86132,Lead insulation breach,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116630,Device lead damage
86133,Implant site pocket infection,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116631,Implant site infection
86134,Gastric stapling reversal,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021744,Gastric therapeutic procedures
86135,LV dyssynchrony,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116632,Ventricular dyssynchrony
86136,Esophageal papilloma,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116633,Oesophageal papilloma
86137,Chronic anal fissure,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116634,Anal fissure
86138,Perineal reconstruction,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116635,Perineal operation
86139,Inherited bone marrow failure syndrome,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116636,Congenital aplastic anaemia
86140,Optic disc hyperemia,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116637,Optic disc hyperaemia
86141,Intestinal polyp hemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116638,Gastrointestinal polyp haemorrhage
86142,Cerebellar microhemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116639,Cerebellar microhaemorrhage
86143,Brain stem microhemorrhage,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116640,Brain stem microhaemorrhage
86144,Genu valgum congenital,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116641,Congenital knee deformity
86145,Pylorectomy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000021745,Gastric therapeutic procedures
86146,HIV associated polyneuropathy,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116642,HIV peripheral neuropathy
86147,CNS toxicity,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116643,Neurotoxicity
86148,Central nervous system toxicity,https://spor.ema.europa.eu/rmswi/#/lists/100000000006/terms/100000116644,Neurotoxicity
