"classid","label","synonyms"
"http://who.int/icf#d399","d399. Communication, unspecified","Communication, unspecified"
"http://who.int/icf#d159","d159. Basic learning, other specified and unspecified","Basic learning, other specified and unspecified"
"http://who.int/icf#d2200","d2200. Carrying out multiple tasks","Carrying out multiple tasks"
"http://who.int/icf#e1509","e1509. Design, construction and building products and technology of buildings for public use, unspecified","Design, construction and building products and technology of buildings for public use, unspecified"
"http://who.int/icf#e1508","e1508. Design, construction and building products and technology of buildings for public use, other specified","Design, construction and building products and technology of buildings for public use, other specified"
"http://who.int/icf#b1521","b1521. Regulation of emotion","Regulation of emotion"
"http://who.int/icf#d155","d155. Acquiring skills","Acquiring skills"
"http://who.int/icf#b1522","b1522. Range of emotion","Range of emotion"
"http://who.int/icf#d398","d398. Communication, other specified","Communication, other specified"
"http://who.int/icf#b1520","b1520. Appropriateness of emotion","Appropriateness of emotion"
"http://who.int/icf#d150","d150. Learning to calculate","Learning to calculate"
"http://who.int/icf#d2203","d2203. Undertaking multiple tasks in a group","Undertaking multiple tasks in a group"
"http://who.int/icf#d2202","d2202. Undertaking multiple tasks independently","Undertaking multiple tasks independently"
"http://who.int/icf#d2201","d2201. Completing multiple tasks","Completing multiple tasks"
"http://who.int/icf#d5708","d5708. Looking after one's health, other specified","Looking after one's health, other specified"
"http://who.int/icf#d5709","d5709. Looking after one's health, unspecified","Looking after one's health, unspecified"
"http://who.int/icf#d170","d170. Writing","Writing"
"http://who.int/icf#d130-d159","d130-d159. Basic learning","Basic learning"
"http://who.int/icf#d5700","d5700. Ensuring one's physical comfort","Ensuring one's physical comfort"
"http://who.int/icf#d166","d166. Reading","Reading"
"http://who.int/icf#d5701","d5701. Managing diet and fitness","Managing diet and fitness"
"http://who.int/icf#d5702","d5702. Maintaining one's health","Maintaining one's health"
"http://who.int/icf#d160","d160. Focusing attention","Focusing attention"
"http://who.int/icf#d163","d163. Thinking","Thinking"
"http://who.int/icf#d4608","d4608. Moving around in different locations, other specified","Moving around in different locations, other specified"
"http://who.int/icf#d4609","d4609. Moving around in different locations, unspecified","Moving around in different locations, unspecified"
"http://who.int/icf#d179","d179. Applying knowledge, other specified and unspecified","Applying knowledge, other specified and unspecified"
"http://who.int/icf#d175","d175. Solving problems","Solving problems"
"http://who.int/icf#d4600","d4600. Moving around within the home","Moving around within the home"
"http://who.int/icf#d177","d177. Making decisions","Making decisions"
"http://who.int/icf#d4601","d4601. Moving around within buildings other than home","Moving around within buildings other than home"
"http://who.int/icf#d4602","d4602. Moving around outside the home and other buildings","Moving around outside the home and other buildings"
"http://who.int/icf#d172","d172. Calculating","Calculating"
"http://who.int/icf#d3504","d3504. Conversing with many people","Conversing with many people"
"http://who.int/icf#d3503","d3503. Conversing with one person","Conversing with one person"
"http://who.int/icf#b2804","b2804. Radiating pain in a segment or region","Radiating pain in a segment or region"
"http://who.int/icf#b2803","b2803. Radiating pain in a dermatome","Radiating pain in a dermatome"
"http://who.int/icf#d3509","d3509. Conversation, unspecified","Conversation, unspecified"
"http://who.int/icf#b2802","b2802. Pain in multiple body parts","Pain in multiple body parts"
"http://who.int/icf#d3508","d3508. Conversation, other specified","Conversation, other specified"
"http://who.int/icf#b2801","b2801. Pain in body part","Pain in body part"
"http://who.int/icf#d349","d349. Communication - producing, other specified and unspecified","Communication - producing, other specified and unspecified"
"http://who.int/icf#b167","b167. Mental functions of language","Mental functions of language"
"http://who.int/icf#d345","d345. Writing messages","Writing messages"
"http://who.int/icf#b2800","b2800. Generalized pain","Generalized pain"
"http://who.int/icf#d340","d340. Producing messages in formal sign language","Producing messages in formal sign language"
"http://who.int/icf#b160","b160. Thought functions","Thought functions"
"http://who.int/icf#d3502","d3502. Ending a conversation","Ending a conversation"
"http://who.int/icf#b164","b164. Higher-level cognitive functions","Higher-level cognitive functions"
"http://who.int/icf#d3501","d3501. Sustaining a conversation","Sustaining a conversation"
"http://who.int/icf#d3500","d3500. Starting a conversation","Starting a conversation"
"http://who.int/icf#b1729","b1729. Calculation functions, unspecified","Calculation functions, unspecified"
"http://who.int/icf#d1558","d1558. Acquiring skills, other specified","Acquiring skills, other specified"
"http://who.int/icf#d1559","d1559. Acquiring skills, unspecified","Acquiring skills, unspecified"
"http://who.int/icf#b1728","b1728. Calculation functions, other specified","Calculation functions, other specified"
"http://who.int/icf#d2409","d2409. Handling stress and other psychological demands, unspecified","Handling stress and other psychological demands, unspecified"
"http://who.int/icf#d2408","d2408. Handling stress and other psychological demands, other specified","Handling stress and other psychological demands, other specified"
"http://who.int/icf#e1301","e1301. Assistive products and technology for education","Assistive products and technology for education"
"http://who.int/icf#e1300","e1300. General products and technology for education","General products and technology for education"
"http://who.int/icf#d355","d355. Discussion","Discussion"
"http://who.int/icf#d598","d598. Self-care, other specified","Self-care, other specified"
"http://who.int/icf#d115","d115. Listening","Listening"
"http://who.int/icf#d599","d599. Self-care, unspecified","Self-care, unspecified"
"http://who.int/icf#e1309","e1309. Products and technology for education, unspecified","Products and technology for education, unspecified"
"http://who.int/icf#e1308","e1308. Products and technology for education, other specified","Products and technology for education, other specified"
"http://who.int/icf#b172","b172. Calculation functions","Calculation functions"
"http://who.int/icf#b1721","b1721. Complex calculation","Complex calculation"
"http://who.int/icf#d1550","d1550. Acquiring basic skills","Acquiring basic skills"
"http://who.int/icf#d110","d110. Watching","Watching"
"http://who.int/icf#d1551","d1551. Acquiring complex skills","Acquiring complex skills"
"http://who.int/icf#b1720","b1720. Simple calculation","Simple calculation"
"http://who.int/icf#b176","b176. Mental function of sequencing complex movements","Mental function of sequencing complex movements"
"http://who.int/icf#d2402","d2402. Handling crisis","Handling crisis"
"http://who.int/icf#d2401","d2401. Handling stress","Handling stress"
"http://who.int/icf#d2400","d2400. Handling responsibilities","Handling responsibilities"
"http://who.int/icf#d350","d350. Conversation","Conversation"
"http://who.int/icf#e1550","e1550. Design, construction and building products and technology for entering and exiting of buildings for private use","Design, construction and building products and technology for entering and exiting of buildings for private use"
"http://who.int/icf#e1552","e1552. Design, construction and building products and technology for way finding, path routing and designation of locations in buildings for private use","Design, construction and building products and technology for way finding, path routing and designation of locations in buildings for private use"
"http://who.int/icf#e1551","e1551. Design, construction and building products and technology for gaining access to facilities in buildings for private use","Design, construction and building products and technology for gaining access to facilities in buildings for private use"
"http://who.int/icf#d129","d129. Purposeful sensory experiences, other specified and unspecified","Purposeful sensory experiences, other specified and unspecified"
"http://who.int/icf#b189","b189. Specific mental functions, other specified and unspecified","Specific mental functions, other specified and unspecified"
"http://who.int/icf#e1558","e1558. Design, construction and building products and technology of buildings for private use, other specified","Design, construction and building products and technology of buildings for private use, other specified"
"http://who.int/icf#e1559","e1559. Design, construction and building products and technology of buildings for private use, unspecified","Design, construction and building products and technology of buildings for private use, unspecified"
"http://who.int/icf#d369","d369. Conversation and use of communication devices and techniques, other specified and unspecified","Conversation and use of communication devices and techniques, other specified and unspecified"
"http://who.int/icf#d120","d120. Other purposeful sensing","Other purposeful sensing"
"http://who.int/icf#e210","e210. Physical geography","Physical geography"
"http://who.int/icf#b180","b180. Experience of self and time functions","Experience of self and time functions"
"http://who.int/icf#d360","d360. Using communication devices and techniques","Using communication devices and techniques"
"http://who.int/icf#b730-b749","b730-b749. Muscle functions","Muscle functions"
"http://who.int/icf#b199","b199. Mental functions, unspecified","Mental functions, unspecified"
"http://who.int/icf#d135","d135. Rehearsing","Rehearsing"
"http://who.int/icf#b198","b198. Mental functions, other specified","Mental functions, other specified"
"http://who.int/icf#d130","d130. Copying","Copying"
"http://who.int/icf#d7508","d7508. Informal social relationships, other specified","Informal social relationships, other specified"
"http://who.int/icf#d7509","d7509. Informal social relationships, unspecified","Informal social relationships, unspecified"
"http://who.int/icf#d7504","d7504. Informal relationships with peers","Informal relationships with peers"
"http://who.int/icf#e198","e198. Products and technology, other specified","Products and technology, other specified"
"http://who.int/icf#d7503","d7503. Informal relationships with co-inhabitants","Informal relationships with co-inhabitants"
"http://who.int/icf#e199","e199. Products and technology, unspecified","Products and technology, unspecified"
"http://who.int/icf#d7500","d7500. Informal relationships with friends","Informal relationships with friends"
"http://who.int/icf#d7502","d7502. Informal relationships with acquaintances","Informal relationships with acquaintances"
"http://who.int/icf#d7501","d7501. Informal relationships with neighbours","Informal relationships with neighbours"
"http://who.int/icf#d6408","d6408. Doing housework, other specified","Doing housework, other specified"
"http://who.int/icf#b3309","b3309. Fluency and rhythm of speech functions, unspecified","Fluency and rhythm of speech functions, unspecified"
"http://who.int/icf#b3308","b3308. Fluency and rhythm of speech functions, other specified","Fluency and rhythm of speech functions, other specified"
"http://who.int/icf#d6409","d6409. Doing housework, unspecified","Doing housework, unspecified"
"http://who.int/icf#d6404","d6404. Storing daily necessities","Storing daily necessities"
"http://who.int/icf#d6403","d6403. Using household appliances","Using household appliances"
"http://who.int/icf#b3303","b3303. Melody of speech","Melody of speech"
"http://who.int/icf#d6405","d6405. Disposing of garbage","Disposing of garbage"
"http://who.int/icf#b3302","b3302. Speed of speech","Speed of speech"
"http://who.int/icf#d6400","d6400. Washing and drying clothes and garments","Washing and drying clothes and garments"
"http://who.int/icf#b3301","b3301. Rhythm of speech","Rhythm of speech"
"http://who.int/icf#b3300","b3300. Fluency of speech","Fluency of speech"
"http://who.int/icf#d6402","d6402. Cleaning living area","Cleaning living area"
"http://who.int/icf#d6401","d6401. Cleaning cooking area and utensils","Cleaning cooking area and utensils"
"http://who.int/icf#d5308","d5308. Toileting, other specified","Toileting, other specified"
"http://who.int/icf#d5309","d5309. Toileting, unspecified","Toileting, unspecified"
"http://who.int/icf#d4450","d4450. Pulling","Pulling"
"http://who.int/icf#d4451","d4451. Pushing","Pushing"
"http://who.int/icf#d860-d879","d860-d879. Economic life","Economic life"
"http://who.int/icf#d4458","d4458. Hand and arm use, other specified","Hand and arm use, other specified"
"http://who.int/icf#d4459","d4459. Hand and arm use, unspecified","Hand and arm use, unspecified"
"http://who.int/icf#d4452","d4452. Reaching","Reaching"
"http://who.int/icf#d4453","d4453. Turning or twisting the hands or arms","Turning or twisting the hands or arms"
"http://who.int/icf#d5300","d5300. Regulating urination","Regulating urination"
"http://who.int/icf#d4454","d4454. Throwing","Throwing"
"http://who.int/icf#d5301","d5301. Regulating defecation","Regulating defecation"
"http://who.int/icf#d4455","d4455. Catching","Catching"
"http://who.int/icf#d5302","d5302. Menstrual care","Menstrual care"
"http://who.int/icf#b1109","b1109. Consciousness functions, unspecified","Consciousness functions, unspecified"
"http://who.int/icf#d4208","d4208. Transferring oneself, other specified","Transferring oneself, other specified"
"http://who.int/icf#b1349","b1349. Sleep functions, unspecified","Sleep functions, unspecified"
"http://who.int/icf#d4209","d4209. Transferring oneself, unspecified","Transferring oneself, unspecified"
"http://who.int/icf#b1108","b1108. Consciousness functions, other specified","Consciousness functions, other specified"
"http://who.int/icf#b715","b715. Stability of joint functions","Stability of joint functions"
"http://who.int/icf#b1340","b1340. Amount of sleep","Amount of sleep"
"http://who.int/icf#d3351","d3351. Producing signs and symbols","Producing signs and symbols"
"http://who.int/icf#d3350","d3350. Producing body language","Producing body language"
"http://who.int/icf#b710","b710. Mobility of joint functions","Mobility of joint functions"
"http://who.int/icf#b1348","b1348. Sleep functions, other specified","Sleep functions, other specified"
"http://who.int/icf#d3352","d3352. Producing drawings and photographs","Producing drawings and photographs"
"http://who.int/icf#b1101","b1101. Continuity of consciousness","Continuity of consciousness"
"http://who.int/icf#b1343","b1343. Quality of sleep","Quality of sleep"
"http://who.int/icf#d3359","d3359. Producing nonverbal messages, unspecified","Producing nonverbal messages, unspecified"
"http://who.int/icf#b1102","b1102. Quality of consciousness","Quality of consciousness"
"http://who.int/icf#b1344","b1344. Functions involving the sleep cycle","Functions involving the sleep cycle"
"http://who.int/icf#d3358","d3358. Producing nonverbal messages, other specified","Producing nonverbal messages, other specified"
"http://who.int/icf#d4200","d4200. Transferring oneself while sitting","Transferring oneself while sitting"
"http://who.int/icf#b1341","b1341. Onset of sleep","Onset of sleep"
"http://who.int/icf#d4201","d4201. Transferring oneself while lying","Transferring oneself while lying"
"http://who.int/icf#b1100","b1100. State of consciousness","State of consciousness"
"http://who.int/icf#b1342","b1342. Maintenance of sleep","Maintenance of sleep"
"http://who.int/icf#d7709","d7709. Intimate relationships, unspecified","Intimate relationships, unspecified"
"http://who.int/icf#b2409","b2409. Sensations associated with hearing and vestibular function, unspecified","Sensations associated with hearing and vestibular function, unspecified"
"http://who.int/icf#e160","e160. Products and technology of land development","Products and technology of land development"
"http://who.int/icf#b2408","b2408. Sensations associated with hearing and vestibular function, other specified","Sensations associated with hearing and vestibular function, other specified"
"http://who.int/icf#d7708","d7708. Intimate relationships, other specified","Intimate relationships, other specified"
"http://who.int/icf#b2405","b2405. Aural pressure","Aural pressure"
"http://who.int/icf#b2404","b2404. Irritation in the ear","Irritation in the ear"
"http://who.int/icf#d7702","d7702. Sexual relationships","Sexual relationships"
"http://who.int/icf#b2403","b2403. Nausea associated with dizziness or vertigo","Nausea associated with dizziness or vertigo"
"http://who.int/icf#d7701","d7701. Spousal relationships","Spousal relationships"
"http://who.int/icf#e155","e155. Design, construction and building products and technology of buildings for private use","Design, construction and building products and technology of buildings for private use"
"http://who.int/icf#b2402","b2402. Sensation of falling","Sensation of falling"
"http://who.int/icf#b2401","b2401. Dizziness","Dizziness"
"http://who.int/icf#b2400","b2400. Ringing in ears or tinnitus","Ringing in ears or tinnitus"
"http://who.int/icf#e150","e150. Design, construction and building products and technology of buildings for public use","Design, construction and building products and technology of buildings for public use"
"http://who.int/icf#d7700","d7700. Romantic relationships","Romantic relationships"
"http://who.int/icf#d6609","d6609. Assisting others, unspecified","Assisting others, unspecified"
"http://who.int/icf#d6605","d6605. Assisting others in health maintenance","Assisting others in health maintenance"
"http://who.int/icf#b1569","b1569. Perceptual functions,  unspecified","Perceptual functions,  unspecified"
"http://who.int/icf#d6608","d6608. Assisting others, other specified","Assisting others, other specified"
"http://who.int/icf#b54509","b54509. Water balance functions, unspecified","Water balance functions, unspecified"
"http://who.int/icf#b54508","b54508. Water balance functions, other specified","Water balance functions, other specified"
"http://who.int/icf#b1560","b1560. Auditory perception","Auditory perception"
"http://who.int/icf#b54501","b54501. Maintenance of water balance","Maintenance of water balance"
"http://who.int/icf#b54500","b54500. Water retention","Water retention"
"http://who.int/icf#d6602","d6602. Assisting others in communication","Assisting others in communication"
"http://who.int/icf#e165","e165. Assets","Assets"
"http://who.int/icf#b1568","b1568. Perceptual functions, other specified","Perceptual functions, other specified"
"http://who.int/icf#d6601","d6601. Assisting others in movement","Assisting others in movement"
"http://who.int/icf#b1565","b1565. Visuospatial perception","Visuospatial perception"
"http://who.int/icf#d6604","d6604. Assisting others in nutrition","Assisting others in nutrition"
"http://who.int/icf#d6603","d6603. Assisting others in interpersonal relations","Assisting others in interpersonal relations"
"http://who.int/icf#b1563","b1563. Gustatory perception","Gustatory perception"
"http://who.int/icf#b1564","b1564. Tactile perception","Tactile perception"
"http://who.int/icf#b1561","b1561. Visual perception","Visual perception"
"http://who.int/icf#d6600","d6600. Assisting others with self-care","Assisting others with self-care"
"http://who.int/icf#b1562","b1562. Olfactory perception","Olfactory perception"
"http://who.int/icf#d4409","d4409. Fine hand use, unspecified","Fine hand use, unspecified"
"http://who.int/icf#b1309","b1309. Energy and drive functions, unspecified","Energy and drive functions, unspecified"
"http://who.int/icf#d3559","d3559. Discussion, unspecified","Discussion, unspecified"
"http://who.int/icf#d3558","d3558. Discussion, other specified","Discussion, other specified"
"http://who.int/icf#b1308","b1308. Energy and drive functions, other specified","Energy and drive functions, other specified"
"http://who.int/icf#b850-b869","b850-b869. Functions of the hair and nails","Functions of the hair and nails"
"http://who.int/icf#d4408","d4408. Fine hand use, other specified","Fine hand use, other specified"
"http://who.int/icf#b28011","b28011. Pain in chest","Pain in chest"
"http://who.int/icf#e1600","e1600. Products and technology of rural land development","Products and technology of rural land development"
"http://who.int/icf#b28010","b28010. Pain in head and neck","Pain in head and neck"
"http://who.int/icf#b28013","b28013. Pain in back","Pain in back"
"http://who.int/icf#e1602","e1602. Products and technology of urban land development","Products and technology of urban land development"
"http://who.int/icf#b28012","b28012. Pain in stomach or abdomen","Pain in stomach or abdomen"
"http://who.int/icf#e1601","e1601. Products and technology of suburban land development","Products and technology of suburban land development"
"http://who.int/icf#b28015","b28015. Pain in lower limb","Pain in lower limb"
"http://who.int/icf#b28014","b28014. Pain in upper limb","Pain in upper limb"
"http://who.int/icf#e1603","e1603. Products and technology of parks, conservation and wildlife areas","Products and technology of parks, conservation and wildlife areas"
"http://who.int/icf#b28016","b28016. Pain in joints","Pain in joints"
"http://who.int/icf#b1303","b1303. Craving","Craving"
"http://who.int/icf#b28019","b28019. Pain in body part, unspecified","Pain in body part, unspecified"
"http://who.int/icf#d4401","d4401. Grasping","Grasping"
"http://who.int/icf#e1608","e1608. Products and technology of land development, other specified","Products and technology of land development, other specified"
"http://who.int/icf#b1304","b1304. Impulse control","Impulse control"
"http://who.int/icf#b28018","b28018. Pain in body part, other specified","Pain in body part, other specified"
"http://who.int/icf#d4402","d4402. Manipulating","Manipulating"
"http://who.int/icf#b1301","b1301. Motivation","Motivation"
"http://who.int/icf#d3551","d3551. Discussion with many people","Discussion with many people"
"http://who.int/icf#d4403","d4403. Releasing","Releasing"
"http://who.int/icf#b1302","b1302. Appetite","Appetite"
"http://who.int/icf#d3550","d3550. Discussion with one person","Discussion with one person"
"http://who.int/icf#e1609","e1609. Products and technology of land development, unspecified","Products and technology of land development, unspecified"
"http://who.int/icf#b1300","b1300. Energy level","Energy level"
"http://who.int/icf#d4400","d4400. Picking up","Picking up"
"http://who.int/icf#b6409","b6409. Sexual functions, unspecified","Sexual functions, unspecified"
"http://who.int/icf#b6402","b6402. Functions of orgasmic phase","Functions of orgasmic phase"
"http://who.int/icf#d7100","d7100. Respect and warmth in relationships","Respect and warmth in relationships"
"http://who.int/icf#b520","b520. Assimilation functions","Assimilation functions"
"http://who.int/icf#b6401","b6401. Functions of sexual preparatory phase","Functions of sexual preparatory phase"
"http://who.int/icf#d7102","d7102. Tolerance in relationships","Tolerance in relationships"
"http://who.int/icf#b6403","b6403. Functions of sexual resolution phase","Functions of sexual resolution phase"
"http://who.int/icf#b760","b760. Control of voluntary movement functions","Control of voluntary movement functions"
"http://who.int/icf#d7101","d7101. Appreciation in relationships","Appreciation in relationships"
"http://who.int/icf#b525","b525. Defecation functions","Defecation functions"
"http://who.int/icf#b6408","b6408. Sexual functions, other specified","Sexual functions, other specified"
"http://who.int/icf#b765","b765. Involuntary movement functions","Involuntary movement functions"
"http://who.int/icf#d940","d940. Human rights","Human rights"
"http://who.int/icf#d7108","d7108. Basic interpersonal interactions, other specified","Basic interpersonal interactions, other specified"
"http://who.int/icf#d7109","d7109. Basic interpersonal interactions, unspecified","Basic interpersonal interactions, unspecified"
"http://who.int/icf#d7104","d7104. Social cues in relationships","Social cues in relationships"
"http://who.int/icf#d7103","d7103. Criticism in relationships","Criticism in relationships"
"http://who.int/icf#b6400","b6400. Functions of sexual arousal phase","Functions of sexual arousal phase"
"http://who.int/icf#d7105","d7105. Physical contact in relationships","Physical contact in relationships"
"http://who.int/icf#b539","b539. Functions related to the digestive system, other specified and unspecified","Functions related to the digestive system, other specified and unspecified"
"http://who.int/icf#b7509","b7509. Motor reflex functions, unspecified","Motor reflex functions, unspecified"
"http://who.int/icf#b7502","b7502. Reflexes generated by other exteroceptive stimuli","Reflexes generated by other exteroceptive stimuli"
"http://who.int/icf#b7501","b7501. Reflexes generated by noxious stimuli","Reflexes generated by noxious stimuli"
"http://who.int/icf#b530","b530. Weight maintenance functions","Weight maintenance functions"
"http://who.int/icf#b535","b535. Sensations associated with the digestive system","Sensations associated with the digestive system"
"http://who.int/icf#d950","d950. Political life and citizenship","Political life and citizenship"
"http://who.int/icf#b7508","b7508. Motor reflex functions, other specified","Motor reflex functions, other specified"
"http://who.int/icf#d710","d710. Basic interpersonal interactions","Basic interpersonal interactions"
"http://who.int/icf#b770","b770. Gait pattern functions","Gait pattern functions"
"http://who.int/icf#b7500","b7500. Stretch motor reflex","Stretch motor reflex"
"http://who.int/icf#b4209","b4209. Blood pressure functions, unspecified","Blood pressure functions, unspecified"
"http://who.int/icf#d729","d729. General interpersonal interactions, other specified and unspecified","General interpersonal interactions, other specified and unspecified"
"http://who.int/icf#b4201","b4201. Decreased blood pressure","Decreased blood pressure"
"http://who.int/icf#b4202","b4202. Maintenance of blood pressure","Maintenance of blood pressure"
"http://who.int/icf#b540","b540. General metabolic functions","General metabolic functions"
"http://who.int/icf#b789","b789. Movement functions, other specified and unspecified","Movement functions, other specified and unspecified"
"http://who.int/icf#b545","b545. Water, mineral and electrolyte balance functions","Water, mineral and electrolyte balance functions"
"http://who.int/icf#d720","d720. Complex interpersonal interactions","Complex interpersonal interactions"
"http://who.int/icf#b4208","b4208. Blood pressure functions, other specified","Blood pressure functions, other specified"
"http://who.int/icf#b780","b780. Sensations related to muscles and movement functions","Sensations related to muscles and movement functions"
"http://who.int/icf#b4200","b4200. Increased blood pressure","Increased blood pressure"
"http://who.int/icf#b559","b559. Functions related to metabolism and the endocrine system, other specified and unspecified","Functions related to metabolism and the endocrine system, other specified and unspecified"
"http://who.int/icf#b51052","b51052. Oesophageal swallowing","Oesophageal swallowing"
"http://who.int/icf#b310","b310. Voice functions","Voice functions"
"http://who.int/icf#b4458","b4458. Respiratory muscle functions, other specified","Respiratory muscle functions, other specified"
"http://who.int/icf#b4459","b4459. Respiratory muscle functions, unspecified","Respiratory muscle functions, unspecified"
"http://who.int/icf#b799","b799. Neuromusculoskeletal and movement-related functions, unspecified","Neuromusculoskeletal and movement-related functions, unspecified"
"http://who.int/icf#d730","d730. Relating with strangers","Relating with strangers"
"http://who.int/icf#b51058","b51058. Swallowing, other specified","Swallowing, other specified"
"http://who.int/icf#b798","b798. Neuromusculoskeletal and movement-related functions, other specified","Neuromusculoskeletal and movement-related functions, other specified"
"http://who.int/icf#b51059","b51059. Swallowing, unspecified","Swallowing, unspecified"
"http://who.int/icf#b555","b555. Endocrine gland functions","Endocrine gland functions"
"http://who.int/icf#b4450","b4450. Functions of the thoracic respiratory muscles","Functions of the thoracic respiratory muscles"
"http://who.int/icf#b550","b550. Thermoregulatory functions","Thermoregulatory functions"
"http://who.int/icf#b4451","b4451. Functions of the diaphragm","Functions of the diaphragm"
"http://who.int/icf#b4452","b4452. Functions of accessory respiratory muscles","Functions of accessory respiratory muscles"
"http://who.int/icf#b51050","b51050. Oral swallowing","Oral swallowing"
"http://who.int/icf#b51051","b51051. Pharyngeal swallowing","Pharyngeal swallowing"
"http://who.int/icf#b6608","b6608. Procreation functions, other specified","Procreation functions, other specified"
"http://who.int/icf#b6609","b6609. Procreation functions, unspecified","Procreation functions, unspecified"
"http://who.int/icf#b729","b729. Functions of the joints and bones, other specified and unspecified","Functions of the joints and bones, other specified and unspecified"
"http://who.int/icf#b6600","b6600. Functions related to fertility","Functions related to fertility"
"http://who.int/icf#b6602","b6602. Functions related to childbirth","Functions related to childbirth"
"http://who.int/icf#b6601","b6601. Functions related to pregnancy","Functions related to pregnancy"
"http://who.int/icf#b6603","b6603. Lactation","Lactation"
"http://who.int/icf#b720","b720. Mobility of bone functions","Mobility of bone functions"
"http://who.int/icf#d6209","d6209. Acquisition of goods and services, unspecified","Acquisition of goods and services, unspecified"
"http://who.int/icf#b3109","b3109. Voice functions, unspecified","Voice functions, unspecified"
"http://who.int/icf#b735","b735. Muscle tone functions","Muscle tone functions"
"http://who.int/icf#b3100","b3100. Production of voice","Production of voice"
"http://who.int/icf#b730","b730. Muscle power functions","Muscle power functions"
"http://who.int/icf#d910","d910. Community life","Community life"
"http://who.int/icf#d6200","d6200. Shopping","Shopping"
"http://who.int/icf#b3108","b3108. Voice functions, other specified","Voice functions, other specified"
"http://who.int/icf#d6208","d6208. Acquisition of goods and services, other specified","Acquisition of goods and services, other specified"
"http://who.int/icf#d6201","d6201. Gathering daily necessities","Gathering daily necessities"
"http://who.int/icf#b3101","b3101. Quality of voice","Quality of voice"
"http://who.int/icf#d5109","d5109. Washing oneself, unspecified","Washing oneself, unspecified"
"http://who.int/icf#b749","b749. Muscle functions, other specified and unspecified","Muscle functions, other specified and unspecified"
"http://who.int/icf#b4408","b4408. Respiration functions, other specified","Respiration functions, other specified"
"http://who.int/icf#b4409","b4409. Respiration functions, unspecified","Respiration functions, unspecified"
"http://who.int/icf#d920","d920. Recreation and leisure","Recreation and leisure"
"http://who.int/icf#b4400","b4400. Respiration rate","Respiration rate"
"http://who.int/icf#b740","b740. Muscle endurance functions","Muscle endurance functions"
"http://who.int/icf#b4401","b4401. Respiratory rhythm","Respiratory rhythm"
"http://who.int/icf#b4402","b4402. Depth of respiration","Depth of respiration"
"http://who.int/icf#d5100","d5100. Washing body parts","Washing body parts"
"http://who.int/icf#d5108","d5108. Washing oneself, other specified","Washing oneself, other specified"
"http://who.int/icf#d5101","d5101. Washing whole body","Washing whole body"
"http://who.int/icf#d5102","d5102. Drying oneself","Drying oneself"
"http://who.int/icf#b11420","b11420. Orientation to self","Orientation to self"
"http://who.int/icf#b5508","b5508. Thermoregulatory functions, other specified","Thermoregulatory functions, other specified"
"http://who.int/icf#b11421","b11421. Orientation to others","Orientation to others"
"http://who.int/icf#b5509","b5509. Thermoregulatory functions, unspecified","Thermoregulatory functions, unspecified"
"http://who.int/icf#b515","b515. Digestive functions","Digestive functions"
"http://who.int/icf#b1141","b1141. Orientation to place","Orientation to place"
"http://who.int/icf#b510","b510. Ingestion functions","Ingestion functions"
"http://who.int/icf#b1142","b1142. Orientation to person","Orientation to person"
"http://who.int/icf#b11428","b11428. Orientation to person, other specified","Orientation to person, other specified"
"http://who.int/icf#b5500","b5500. Body temperature","Body temperature"
"http://who.int/icf#b11429","b11429. Orientation to person, unspecified","Orientation to person, unspecified"
"http://who.int/icf#b5501","b5501. Maintenance of body temperature","Maintenance of body temperature"
"http://who.int/icf#b750","b750. Motor reflex functions","Motor reflex functions"
"http://who.int/icf#b1140","b1140. Orientation to time","Orientation to time"
"http://who.int/icf#b755","b755. Involuntary movement reaction functions","Involuntary movement reaction functions"
"http://who.int/icf#d3152","d3152. Communicating with - receiving - drawings and photographs","Communicating with - receiving - drawings and photographs"
"http://who.int/icf#d3151","d3151. Communicating with - receiving - general signs and symbols","Communicating with - receiving - general signs and symbols"
"http://who.int/icf#d3150","d3150. Communicating with - receiving - body gestures","Communicating with - receiving - body gestures"
"http://who.int/icf#d930","d930. Religion and spirituality","Religion and spirituality"
"http://who.int/icf#b1149","b1149. Orientation functions, unspecified","Orientation functions, unspecified"
"http://who.int/icf#b1148","b1148. Orientation functions, other specified","Orientation functions, other specified"
"http://who.int/icf#d3159","d3159. Communicating with - receiving - nonverbal messages, unspecified","Communicating with - receiving - nonverbal messages, unspecified"
"http://who.int/icf#d3158","d3158. Communicating with - receiving - nonverbal messages, other specified","Communicating with - receiving - nonverbal messages, other specified"
"http://who.int/icf#e515","e515. Architecture and construction services, systems and policies","Architecture and construction services, systems and policies"
"http://who.int/icf#e510","e510. Services, systems and policies for the production of consumer goods","Services, systems and policies for the production of consumer goods"
"http://who.int/icf#s73028","s73028. Structure of hand, other specified","Structure of hand, other specified"
"http://who.int/icf#s73029","s73029. Structure of hand, unspecified","Structure of hand, unspecified"
"http://who.int/icf#e5700","e5700. Social security services","Social security services"
"http://who.int/icf#e5701","e5701. Social security systems","Social security systems"
"http://who.int/icf#e525","e525. Housing services, systems and policies","Housing services, systems and policies"
"http://who.int/icf#e5702","e5702. Social security policies","Social security policies"
"http://who.int/icf#e5708","e5708. Social security services, systems and policies, other specified","Social security services, systems and policies, other specified"
